REGION,STATE,COUNTY,NRPAWWH,PCTRPAWWH
6,Oklahoma,Harper County,566,94
6,Oklahoma,Haskell County,1469,69
6,Oklahoma,Hughes County,1280,63
6,Oklahoma,Jackson County,3920,81.8
6,Oklahoma,Jefferson County,809,85.1
6,Oklahoma,Johnston County,1337,67.6
6,Oklahoma,Kay County,5873,76.2
6,Oklahoma,Kingfisher County,2586,90
6,Oklahoma,Kiowa County,1146,81.3
6,Oklahoma,Latimer County,1020,59
6,Oklahoma,Le Flore County,6429,73.4
6,Oklahoma,Lincoln County,4987,82.1
6,Oklahoma,Logan County,7068,76.8
6,Oklahoma,Love County,1522,83
6,Oklahoma,McClain County,6407,83.7
6,Oklahoma,McCurtain County,3542,60.9
6,Oklahoma,McIntosh County,1863,63.1
6,Oklahoma,Major County,1172,91.2
6,Oklahoma,Marshall County,2162,77.4
6,Oklahoma,Mayes County,4394,60.9
6,Oklahoma,Murray County,1738,72.8
6,Oklahoma,Muskogee County,7081,54.9
6,Oklahoma,Noble County,1505,80.4
6,Oklahoma,Nowata County,1060,63.3
6,Oklahoma,Okfuskee County,1112,60.6
6,Oklahoma,Oklahoma County,112116,67.4
6,Oklahoma,Okmulgee County,4178,60.4
6,Oklahoma,Osage County,4671,60.5
6,Oklahoma,Ottawa County,3714,65.4
6,Oklahoma,Pawnee County,2056,74.2
6,Oklahoma,Payne County,16137,78.3
6,Oklahoma,Pittsburg County,5072,70.1
6,Oklahoma,Pontotoc County,5061,64.6
6,Oklahoma,Pottawatomie County,10597,71.9
6,Oklahoma,Pushmataha County,1182,67
6,Oklahoma,Roger Mills County,507,86.7
6,Oklahoma,Rogers County,12187,70.8
6,Oklahoma,Seminole County,2845,63.7
6,Oklahoma,Sequoyah County,4426,60.2
6,Oklahoma,Stephens County,6462,84.7
6,Oklahoma,Texas County,3293,88.4
6,Oklahoma,Tillman County,927,81
6,Oklahoma,Tulsa County,90262,68.1
6,Oklahoma,Wagoner County,11195,72.7
6,Oklahoma,Washington County,6710,73.2
6,Oklahoma,Washita County,1724,89.4
6,Oklahoma,Woods County,1475,89.9
6,Oklahoma,Woodward County,3258,91.9
6,Texas,Anderson County,6144,79.5
6,Texas,Andrews County,3633,94.6
6,Texas,Angelina County,13066,78.6
6,Texas,Aransas County,3010,92.4
6,Texas,Archer County,1297,93.9
6,Texas,Armstrong County,284,95.6
6,Texas,Atascosa County,9433,95.4
6,Texas,Austin County,4436,86.2
6,Texas,Bailey County,1216,92.5
6,Texas,Bandera County,2839,94
6,Texas,Bastrop County,13647,87.3
6,Texas,Baylor County,516,93
6,Texas,Bee County,4588,93.5
6,Texas,Bell County,50137,63
6,Texas,Bexar County,360567,83.2
6,Texas,Blanco County,1552,93.7
6,Texas,Borden County,83,95.4
6,Texas,Bosque County,2704,93.7
6,Texas,Bowie County,11247,66
6,Texas,Brazoria County,55210,73
6,Texas,Brazos County,49074,79.7
6,Texas,Brewster County,1433,90.9
6,Texas,Briscoe County,216,89.6
6,Texas,Brooks County,1129,95.5
6,Texas,Brown County,6292,91.7
6,Texas,Burleson County,2524,81.4
6,Texas,Burnet County,7469,93
6,Texas,Caldwell County,7622,87.9
6,Texas,Calhoun County,3256,88.1
6,Texas,Callahan County,2215,93.5
6,Texas,Cameron County,82425,97.1
6,Texas,Camp County,1863,78.5
6,Texas,Carson County,958,94.5
6,Texas,Cass County,3883,78
6,Texas,Castro County,1279,92.3
6,Texas,Chambers County,7801,87.7
6,Texas,Cherokee County,7370,80.5
6,Texas,Childress County,930,91.8
6,Texas,Clay County,1528,93.4
6,Texas,Cochran County,489,92.3
6,Texas,Coke County,489,94
6,Texas,Coleman County,1058,90.4
6,Texas,Collin County,140351,64.6
6,Texas,Collingsworth County,437,86.2
6,Texas,Colorado County,2699,80.3
6,Texas,Comal County,25290,91.8
6,Texas,Comanche County,1947,94.4
6,Texas,Concho County,337,93.9
6,Texas,Cooke County,6538,90.6
6,Texas,Coryell County,12995,70.7
6,Texas,Cottle County,188,85.8
6,Texas,Crane County,869,92.9
6,Texas,Crockett County,557,93.1
6,Texas,Crosby County,960,93.6
6,Texas,Culberson County,314,90.5
6,Texas,Dallam County,1209,92.9
6,Texas,Dallas County,369487,63.9
6,Texas,Dawson County,1909,92
6,Texas,Deaf Smith County,3417,93.5
6,Texas,Delta County,755,87
6,Texas,Denton County,140525,71.4
6,Texas,DeWitt County,2717,88.8
6,Texas,Dickens County,255,91.4
6,Texas,Dimmit County,1872,96.2
6,Texas,Donley County,503,87.5
6,Texas,Duval County,1861,97.2
6,Texas,Eastland County,2828,92.9
6,Texas,Ector County,31443,89.7
6,Texas,Edwards County,218,91.2
6,Texas,Ellis County,30390,82.6
6,Texas,El Paso County,160199,91.6
6,Texas,Erath County,9523,93.4
6,Texas,Falls County,2378,66.3
6,Texas,Fannin County,5120,90.5
6,Texas,Fayette County,3440,88.4
6,Texas,Fisher County,502,90.1
6,Texas,Floyd County,906,91
6,Texas,Foard County,153,86.9
6,Texas,Fort Bend County,87371,52.2
6,Texas,Franklin County,1567,90.1
6,Texas,Freestone County,2497,80
6,Texas,Frio County,2970,94.9
6,Texas,Gaines County,4141,95.5
6,Texas,Galveston County,52769,78.3
6,Texas,Garza County,700,85.6
6,Texas,Gillespie County,3691,95.8
6,Texas,Glasscock County,236,95.5
6,Texas,Goliad County,1108,91.9
6,Texas,Gonzales County,3307,88.5
6,Texas,Gray County,3419,92.5
6,Texas,Grayson County,21393,85.6
6,Texas,Gregg County,17376,71.2
6,Texas,Grimes County,3669,81.3
6,Texas,Guadalupe County,28395,84.5
6,Texas,Hale County,5682,91.5
6,Texas,Hall County,415,86.6
6,Texas,Hamilton County,1189,93.5
6,Texas,Hansford County,952,94.5
6,Texas,Hardeman County,608,91.2
6,Texas,Hardin County,9733,91
6,Texas,Harris County,683348,66.9
6,Texas,Harrison County,8985,72.7
6,Texas,Hartley County,720,94
6,Texas,Haskell County,808,90.4
6,Texas,Hays County,48798,88.9
6,Texas,Hemphill County,689,94
6,Texas,Henderson County,12142,88.7
6,Texas,Hidalgo County,178651,97.2
6,Texas,Hill County,5465,88
6,Texas,Hockley County,4318,92.5
6,Texas,Hood County,9176,94.7
6,Texas,Hopkins County,5906,88.5
6,Texas,Houston County,2257,68.8
6,Texas,Howard County,5582,90.1
6,Texas,Hudspeth County,901,90.4
6,Texas,Hunt County,15969,83.8
6,Texas,Hutchinson County,3483,91.8
6,Texas,Irion County,221,92.5
6,Texas,Jack County,1291,95.2
6,Texas,Jackson County,2313,88.3
6,Texas,Jasper County,4649,79.2
6,Texas,Jeff Davis County,270,91.8
6,Texas,Jefferson County,26059,55.4
6,Texas,Jim Hogg County,869,97.4
6,Texas,Jim Wells County,7365,96.3
6,Texas,Johnson County,30682,90.6
6,Texas,Jones County,2217,91.9
6,Texas,Karnes County,2320,94.7
6,Texas,Kaufman County,22437,79.3
6,Texas,Kendall County,7725,94.1
6,Texas,Kenedy County,61,89.7
6,Texas,Kent County,94,94
6,Texas,Kerr County,7601,92.5
6,Texas,Kimble County,597,95.5
6,Texas,King County,39,90.7
6,Texas,Kinney County,454,91.9
6,Texas,Kleberg County,6396,90.9
6,Texas,Knox County,550,91.5
6,Texas,Lamar County,7022,78.1
6,Texas,Lamb County,2075,90.3
6,Texas,Lampasas County,3190,88.8
6,Texas,La Salle County,1192,96.4
6,Texas,Lavaca County,2851,89.2
6,Texas,Lee County,2553,87.2
6,Texas,Leon County,2371,89.1
6,Texas,Liberty County,15366,85
6,Texas,Limestone County,2847,75.2
6,Texas,Lipscomb County,476,89.5
6,Texas,Live Oak County,1700,95.3
6,Texas,Llano County,2367,93.6
6,Texas,Loving County,29,93.5
6,Texas,Lubbock County,62645,86.2
6,Texas,Lynn County,961,93.9
6,Texas,McCulloch County,1205,92.8
6,Texas,McLennan County,43560,77.9
6,Texas,McMullen County,97,90.7
6,Texas,Madison County,1709,77
6,Texas,Marion County,973,70.9
6,Texas,Martin County,1030,92.6
6,Texas,Mason County,573,95.3
6,Texas,Matagorda County,5377,83.4
6,Texas,Maverick County,11330,96
6,Texas,Medina County,8353,94.3
6,Texas,Menard County,259,94.2
6,Texas,Midland County,32731,87.3
6,Texas,Milam County,3543,85.8
6,Texas,Mills County,677,95.5
6,Texas,Mitchell County,1038,90.3
6,Texas,Montague County,3122,95.3
6,Texas,Montgomery County,102214,85.7
6,Texas,Moore County,3446,87.5
6,Texas,Morris County,1472,70
6,Texas,Motley County,154,94.5
6,Texas,Nacogdoches County,11194,74.4
6,Texas,Navarro County,7186,79
6,Texas,Newton County,1670,77.2
6,Texas,Nolan County,2286,90
6,Texas,Nueces County,66964,90.5
6,Texas,Ochiltree County,1857,95.3
6,Texas,Oldham County,350,88.8
6,Texas,Orange County,13407,86.3
6,Texas,Palo Pinto County,4729,93.8
6,Texas,Panola County,3207,79
6,Texas,Parker County,24771,94.5
6,Texas,Parmer County,1583,92.4
6,Texas,Pecos County,2474,94.1
6,Texas,Polk County,6178,84
6,Texas,Potter County,18213,80.3
6,Texas,Presidio County,1024,93
6,Texas,Rains County,1744,93
6,Texas,Randall County,25935,90.7
6,Texas,Reagan County,666,92.1
6,Texas,Real County,438,91.3
6,Texas,Red River County,1444,78.9
6,Texas,Reeves County,2191,91.4
6,Texas,Refugio County,989,91
6,Texas,Roberts County,137,92.6
6,Texas,Robertson County,2143,70.8
6,Texas,Rockwall County,17616,85.1
6,Texas,Runnels County,1586,92.4
6,Texas,Rusk County,7221,80.2
6,Texas,Sabine County,1286,89.8
6,Texas,San Augustine County,833,71.4
6,Texas,San Jacinto County,3955,86.7
6,Texas,San Patricio County,11952,93.8
6,Texas,San Saba County,724,90.7
6,Texas,Schleicher County,496,93.9
6,Texas,Scurry County,2621,92.2
6,Texas,Shackelford County,512,93.3
6,Texas,Shelby County,3400,76.2
6,Texas,Sherman County,471,93.5
6,Texas,Smith County,35075,74.9
6,Texas,Somervell County,1495,92.1
6,Texas,Starr County,13130,98.9
6,Texas,Stephens County,1400,94.1
6,Texas,Sterling County,214,92.6
6,Texas,Stonewall County,179,86.9
6,Texas,Sutton County,601,94.9
6,Texas,Swisher County,1040,86.9
6,Texas,Tarrant County,313592,69.2
6,Texas,Taylor County,25505,83.7
6,Texas,Terrell County,94,93.1
6,Texas,Terry County,1920,92.2
6,Texas,Throckmorton County,184,92.5
6,Texas,Titus County,5314,84.6
6,Texas,Tom Green County,21988,89.8
6,Texas,Travis County,235412,78.2
6,Texas,Trinity County,1910,86.4
6,Texas,Tyler County,2607,87.4
6,Texas,Upshur County,6374,87.5
6,Texas,Upton County,633,91.1
6,Texas,Uvalde County,4938,95.1
6,Texas,Val Verde County,8816,93.7
6,Texas,Van Zandt County,8980,93.3
6,Texas,Victoria County,16066,88.7
6,Texas,Walker County,10407,72.3
6,Texas,Waller County,7640,59.5
6,Texas,Ward County,2025,90
6,Texas,Washington County,4598,73.6
6,Texas,Webb County,57337,97.6
6,Texas,Wharton County,6442,82.6
6,Texas,Wheeler County,780,91.1
6,Texas,Wichita County,20775,81
6,Texas,Wilbarger County,2025,83.9
6,Texas,Willacy County,3520,95.8
6,Texas,Williamson County,98920,78.2
6,Texas,Wilson County,8675,94.6
6,Texas,Winkler County,1429,92.4
6,Texas,Wise County,12075,94.5
6,Texas,Wood County,5879,86.7
6,Texas,Yoakum County,1544,94.7
6,Texas,Young County,2851,94.6
6,Texas,Zapata County,2796,98.4
6,Texas,Zavala County,2210,96.2
7,Iowa,Adair County,1106,97.4
7,Iowa,Adams County,510,96
7,Iowa,Allamakee County,1895,94.3
7,Iowa,Appanoose County,1893,96
7,Iowa,Audubon County,801,96.6
7,Iowa,Benton County,4086,96.7
7,Iowa,Black Hawk County,22902,82.8
7,Iowa,Boone County,4373,96.4
7,Iowa,Bremer County,4476,93.9
7,Iowa,Buchanan County,3485,97.2
7,Iowa,Buena Vista County,2856,77.8
7,Iowa,Butler County,2226,96.9
7,Iowa,Calhoun County,1342,95.9
7,Iowa,Carroll County,3150,95.9
7,Iowa,Cass County,1900,95.9
7,Iowa,Cedar County,3008,96.4
7,Iowa,Cerro Gordo County,6444,92.9
7,Iowa,Cherokee County,1604,95.8
7,Iowa,Chickasaw County,1803,96.9
7,Iowa,Clarke County,1439,94.1
7,Iowa,Clay County,2625,96.1
7,Iowa,Clayton County,2491,97.1
7,Iowa,Clinton County,7339,92.2
7,Iowa,Crawford County,2662,89.9
7,Iowa,Dallas County,17504,88.5
7,Iowa,Davis County,1469,97.7
7,Iowa,Decatur County,1370,94.2
7,Iowa,Delaware County,2585,96.9
7,Iowa,Des Moines County,5762,86.5
7,Iowa,Dickinson County,2408,95.4
7,Iowa,Dubuque County,16352,90
7,Iowa,Emmet County,1449,91
7,Iowa,Fayette County,3043,94.4
7,Iowa,Floyd County,2318,91.2
7,Iowa,Franklin County,1496,93.7
7,Iowa,Fremont County,989,97.2
7,Iowa,Greene County,1347,95.5
7,Iowa,Grundy County,1956,97.4
7,Iowa,Guthrie County,1582,96
7,Iowa,Hamilton County,2242,92.6
7,Iowa,Hancock County,1602,95.7
7,Iowa,Hardin County,2596,95.6
7,Iowa,Harrison County,2196,96.9
7,Iowa,Henry County,3015,91.1
7,Iowa,Howard County,1429,96.2
7,Iowa,Humboldt County,1473,96.2
7,Iowa,Ida County,1032,96.1
7,Iowa,Iowa County,2579,96.9
7,Iowa,Jackson County,2844,95
7,Iowa,Jasper County,5773,95.4
7,Iowa,Jefferson County,2251,85.7
7,Iowa,Johnson County,31338,80.3
7,Iowa,Jones County,3055,94.5
7,Iowa,Keokuk County,1603,97.8
7,Iowa,Kossuth County,2155,94.6
7,Iowa,Lee County,5094,94
7,Iowa,Linn County,38108,85.1
7,Iowa,Louisa County,1717,92.5
7,Iowa,Lucas County,1257,97.2
7,Iowa,Lyon County,1916,96.4
7,Iowa,Madison County,2672,95
7,Iowa,Mahaska County,3721,93.9
7,Iowa,Marion County,5727,95.7
7,Iowa,Marshall County,5968,88.2
7,Iowa,Mills County,2437,96.9
7,Iowa,Mitchell County,1648,97.3
7,Iowa,Monona County,1282,94.9
7,Iowa,Monroe County,1226,96.5
7,Iowa,Montgomery County,1533,96.6
7,Iowa,Muscatine County,7153,92.9
7,Iowa,O'Brien County,2117,95.2
7,Iowa,Osceola County,803,94.7
7,Iowa,Page County,2086,92.9
7,Iowa,Palo Alto County,1298,92.6
7,Iowa,Plymouth County,3974,93.5
7,Iowa,Pocahontas County,911,94
7,Iowa,Polk County,84322,82.5
7,Iowa,Pottawattamie County,15701,93.2
7,Iowa,Poweshiek County,3154,89.3
7,Iowa,Ringgold County,725,95.9
7,Iowa,Sac County,1389,96.2
7,Iowa,Scott County,27442,82.8
7,Iowa,Shelby County,1676,96.2
7,Iowa,Sioux County,6513,96.1
7,Iowa,Story County,20942,85
7,Iowa,Tama County,2300,84
7,Iowa,Taylor County,905,96.6
7,Iowa,Union County,2072,94.7
7,Iowa,Van Buren County,1038,96.6
7,Iowa,Wapello County,5533,88
7,Iowa,Warren County,9355,95.9
7,Iowa,Washington County,3613,95.7
7,Iowa,Wayne County,996,97.3
7,Iowa,Webster County,5539,90.7
7,Iowa,Winnebago County,1614,94
7,Iowa,Winneshiek County,3582,95.3
7,Iowa,Woodbury County,16783,84.5
7,Iowa,Worth County,1153,94.9
7,Iowa,Wright County,1869,95.5
7,Kansas,Allen County,1991,91.6
7,Kansas,Anderson County,1190,94.8
7,Kansas,Atchison County,2923,91.5
7,Kansas,Barber County,630,93.6
7,Kansas,Barton County,4210,93.5
7,Kansas,Bourbon County,2285,91.8
7,Kansas,Brown County,1277,83.4
7,Kansas,Butler County,11235,92.3
7,Kansas,Chase County,365,96.8
7,Kansas,Chautauqua County,402,87.2
7,Kansas,Cherokee County,2986,87.9
7,Kansas,Cheyenne County,365,95
7,Kansas,Clark County,304,92.4
7,Kansas,Clay County,1208,95
7,Kansas,Cloud County,1353,92.7
7,Kansas,Coffey County,1228,93.3
7,Kansas,Comanche County,237,92.6
7,Kansas,Cowley County,5472,87.3
7,Kansas,Crawford County,7400,89.6
7,Kansas,Decatur County,371,93.7
7,Kansas,Dickinson County,2833,93.1
7,Kansas,Doniphan County,1243,92.3
7,Kansas,Douglas County,25562,81
7,Kansas,Edwards County,382,90.1
7,Kansas,Elk County,295,91.3
7,Kansas,Ellis County,5830,92.4
7,Kansas,Ellsworth County,767,95.3
7,Kansas,Finney County,6276,89
7,Kansas,Ford County,5737,91.7
7,Kansas,Franklin County,4303,94.2
7,Kansas,Geary County,5038,69.3
7,Kansas,Gove County,372,95.6
7,Kansas,Graham County,307,89
7,Kansas,Grant County,1243,94.6
7,Kansas,Gray County,1058,94.5
7,Kansas,Greeley County,196,96.5
7,Kansas,Greenwood County,810,93.4
7,Kansas,Hamilton County,415,92.2
7,Kansas,Harper County,745,93.2
7,Kansas,Harvey County,5703,92.4
7,Kansas,Haskell County,671,92.9
7,Kansas,Hodgeman County,231,88.5
7,Kansas,Jackson County,1786,84.3
7,Kansas,Jefferson County,2944,94.8
7,Kansas,Jewell County,328,95.6
7,Kansas,Johnson County,100217,83.7
7,Kansas,Kearny County,632,92.1
7,Kansas,Kingman County,1112,94.8
7,Kansas,Kiowa County,389,92
7,Kansas,Labette County,2765,87.9
7,Kansas,Lane County,219,92
7,Kansas,Leavenworth County,12011,85.3
7,Kansas,Lincoln County,407,95.8
7,Kansas,Linn County,1431,95.3
7,Kansas,Logan County,432,95.8
7,Kansas,Lyon County,6680,88.4
7,Kansas,McPherson County,4825,93.9
7,Kansas,Marion County,1860,95.1
7,Kansas,Marshall County,1453,95.2
7,Kansas,Meade County,639,95.2
7,Kansas,Miami County,5567,94.5
7,Kansas,Mitchell County,867,95.6
7,Kansas,Montgomery County,4365,82.1
7,Kansas,Morris County,792,95.3
7,Kansas,Morton County,331,87.6
7,Kansas,Nemaha County,1561,96.2
7,Kansas,Neosho County,2522,92.3
7,Kansas,Ness County,380,92.5
7,Kansas,Norton County,660,91.9
7,Kansas,Osage County,2458,95.2
7,Kansas,Osborne County,464,91.9
7,Kansas,Ottawa County,827,95.6
7,Kansas,Pawnee County,813,90.3
7,Kansas,Phillips County,771,94.6
7,Kansas,Pottawatomie County,4285,93.1
7,Kansas,Pratt County,1408,92
7,Kansas,Rawlins County,318,93.3
7,Kansas,Reno County,9770,92.5
7,Kansas,Republic County,597,95.4
7,Kansas,Rice County,1524,93.1
7,Kansas,Riley County,16697,82.7
7,Kansas,Rooks County,745,94.1
7,Kansas,Rush County,396,93.6
7,Kansas,Russell County,959,92.9
7,Kansas,Saline County,8637,89.1
7,Kansas,Scott County,762,96
7,Kansas,Sedgwick County,80480,78.3
7,Kansas,Seward County,3847,89.8
7,Kansas,Shawnee County,26776,81.4
7,Kansas,Sheridan County,374,95.9
7,Kansas,Sherman County,971,94.9
7,Kansas,Smith County,471,96.3
7,Kansas,Stafford County,567,94
7,Kansas,Stanton County,306,87.7
7,Kansas,Stevens County,902,94.5
7,Kansas,Sumner County,3567,93
7,Kansas,Thomas County,1452,94
7,Kansas,Trego County,376,94.2
7,Kansas,Wabaunsee County,1022,93.7
7,Kansas,Wallace County,219,95.6
7,Kansas,Washington County,739,94.7
7,Kansas,Wichita County,313,94
7,Kansas,Wilson County,1255,93
7,Kansas,Woodson County,460,94.7
7,Kansas,Wyandotte County,22024,65.4
7,Missouri,Adair County,5935,88.2
7,Missouri,Andrew County,2965,96.3
7,Missouri,Atchison County,742,96.7
7,Missouri,Audrain County,4471,87.3
7,Missouri,Barry County,5283,93
7,Missouri,Barton County,1824,93.4
7,Missouri,Bates County,2585,95.8
7,Missouri,Benton County,2260,95.7
7,Missouri,Bollinger County,1869,97.5
7,Missouri,Boone County,36461,79.9
7,Missouri,Buchanan County,14029,87.7
7,Missouri,Butler County,6797,89.1
7,Missouri,Caldwell County,1393,95.6
7,Missouri,Callaway County,7727,91.8
7,Missouri,Camden County,6040,95.1
7,Missouri,Cape Girardeau County,14222,84.6
7,Missouri,Carroll County,1417,95.2
7,Missouri,Carter County,954,95.7
7,Missouri,Cass County,17330,89.8
7,Missouri,Cedar County,2087,96.3
7,Missouri,Chariton County,1066,95.3
7,Missouri,Christian County,16192,95
7,Missouri,Clark County,1007,96.9
7,Missouri,Clay County,42607,83.9
7,Missouri,Clinton County,3346,95
7,Missouri,Cole County,11125,79.9
7,Missouri,Cooper County,2637,91.2
7,Missouri,Crawford County,3856,96.7
7,Missouri,Dade County,1050,94.5
7,Missouri,Dallas County,2678,96
7,Missouri,Daviess County,1312,97.2
7,Missouri,DeKalb County,1453,95.9
7,Missouri,Dent County,2341,95
7,Missouri,Douglas County,1817,96.3
7,Missouri,Dunklin County,4321,83.5
7,Missouri,Franklin County,17271,96.5
7,Missouri,Gasconade County,2237,97
7,Missouri,Gentry County,1067,96.5
7,Missouri,Greene County,56007,88.8
7,Missouri,Grundy County,1553,94.9
7,Missouri,Harrison County,1234,96.4
7,Missouri,Henry County,3374,94.7
7,Missouri,Hickory County,1094,95.1
7,Missouri,Holt County,585,95.7
7,Missouri,Howard County,1682,91.7
7,Missouri,Howell County,6752,96.4
7,Missouri,Iron County,1610,96.2
7,Missouri,Jackson County,98002,67.9
7,Missouri,Jasper County,21558,89.7
7,Missouri,Jefferson County,39844,95.8
7,Missouri,Johnson County,10782,88
7,Missouri,Knox County,579,97.3
7,Missouri,Laclede County,5981,95.4
7,Missouri,Lafayette County,5225,93.6
7,Missouri,Lawrence County,6367,95
7,Missouri,Lewis County,1658,92.7
7,Missouri,Lincoln County,10805,95
7,Missouri,Linn County,1942,96.8
7,Missouri,Livingston County,2968,89.1
7,Missouri,McDonald County,3420,84.1
7,Missouri,Macon County,2240,93.1
7,Missouri,Madison County,1956,96.5
7,Missouri,Maries County,1321,95
7,Missouri,Marion County,4829,91.2
7,Missouri,Mercer County,530,94.5
7,Missouri,Miller County,4188,96.1
7,Missouri,Mississippi County,1509,74.7
7,Missouri,Moniteau County,2582,96.6
7,Missouri,Monroe County,1186,93.2
7,Missouri,Montgomery County,1741,95.1
7,Missouri,Morgan County,2952,96
7,Missouri,New Madrid County,2328,79
7,Missouri,Newton County,9077,89.4
7,Missouri,Nodaway County,5278,93.7
7,Missouri,Oregon County,1544,94.4
7,Missouri,Osage County,2215,97.6
7,Missouri,Ozark County,1170,96.4
7,Missouri,Pemiscot County,2030,68.8
7,Missouri,Perry County,3189,96.5
7,Missouri,Pettis County,7233,91.7
7,Missouri,Phelps County,7423,90.3
7,Missouri,Pike County,2577,94.5
7,Missouri,Platte County,17035,82.7
7,Missouri,Polk County,5891,95.5
7,Missouri,Pulaski County,8392,76.2
7,Missouri,Putnam County,674,96.2
7,Missouri,Ralls County,1558,95.8
7,Missouri,Randolph County,3963,92.3
7,Missouri,Ray County,3649,95.8
7,Missouri,Reynolds County,865,94.8
7,Missouri,Ripley County,2096,96
7,Missouri,St. Charles County,67695,87.7
7,Missouri,St. Clair County,1256,95.4
7,Missouri,Ste. Genevieve County,2820,96.7
7,Missouri,St. Francois County,10944,96.2
7,Missouri,St. Louis County,116540,61.4
7,Missouri,Saline County,3669,87.7
7,Missouri,Schuyler County,753,96.8
7,Missouri,Scotland County,780,96.3
7,Missouri,Scott County,5728,82.8
7,Missouri,Shannon County,1145,95.2
7,Missouri,Shelby County,916,96.2
7,Missouri,Stoddard County,4892,96.7
7,Missouri,Stone County,3961,95.7
7,Missouri,Sullivan County,888,91
7,Missouri,Taney County,9325,91.8
7,Missouri,Texas County,3668,96.1
7,Missouri,Vernon County,3504,94
7,Missouri,Warren County,5868,94.4
7,Missouri,Washington County,3982,97
7,Missouri,Wayne County,1804,95.9
7,Missouri,Webster County,6649,96.2
7,Missouri,Worth County,295,95.5
7,Missouri,Wright County,2947,96.2
7,Missouri,St. Louis City,34541,49.9
7,Nebraska,Adams County,5458,94.3
7,Nebraska,Antelope County,888,96.5
7,Nebraska,Arthur County,89,94.7
7,Nebraska,Banner County,124,100
7,Nebraska,Blaine County,57,95
7,Nebraska,Boone County,739,97.2
7,Nebraska,Box Butte County,1674,91.1
7,Nebraska,Boyd County,237,92.2
7,Nebraska,Brown County,421,96.6
7,Nebraska,Buffalo County,10114,94.6
7,Nebraska,Burt County,892,93.4
7,Nebraska,Butler County,1204,97.2
7,Nebraska,Cass County,4151,96
7,Nebraska,Cedar County,1202,96.9
7,Nebraska,Chase County,646,98.3
7,Nebraska,Cherry County,764,87.8
7,Nebraska,Cheyenne County,1442,94.9
7,Nebraska,Clay County,936,95.1
7,Nebraska,Colfax County,1461,86.6
7,Nebraska,Cuming County,1376,95.6
7,Nebraska,Custer County,1621,96.1
7,Nebraska,Dakota County,3098,80.6
7,Nebraska,Dawes County,1673,88.8
7,Nebraska,Dawson County,3600,86.8
7,Nebraska,Deuel County,250,95.1
7,Nebraska,Dixon County,858,95.2
7,Nebraska,Dodge County,6002,94.4
7,Nebraska,Douglas County,93094,78
7,Nebraska,Dundy County,219,92
7,Nebraska,Fillmore County,835,93.9
7,Nebraska,Franklin County,422,96.6
7,Nebraska,Frontier County,404,95.5
7,Nebraska,Furnas County,685,97.2
7,Nebraska,Gage County,3280,95.8
7,Nebraska,Garden County,220,96.9
7,Nebraska,Garfield County,271,99.6
7,Nebraska,Gosper County,287,93.8
7,Nebraska,Grant County,85,98.8
7,Nebraska,Greeley County,359,97
7,Nebraska,Hall County,10259,90.5
7,Nebraska,Hamilton County,1518,97.1
7,Nebraska,Harlan County,443,97.8
7,Nebraska,Hayes County,118,95.9
7,Nebraska,Hitchcock County,400,97.8
7,Nebraska,Holt County,1488,97.2
7,Nebraska,Hooker County,98,96.1
7,Nebraska,Howard County,951,95.2
7,Nebraska,Jefferson County,1058,97
7,Nebraska,Johnson County,586,97.2
7,Nebraska,Kearney County,1059,97.3
7,Nebraska,Keith County,1079,93.7
7,Nebraska,Keya Paha County,96,96
7,Nebraska,Kimball County,469,91.3
7,Nebraska,Knox County,964,82.3
7,Nebraska,Lancaster County,59124,85.3
7,Nebraska,Lincoln County,5702,94.2
7,Nebraska,Logan County,119,97.5
7,Nebraska,Loup County,94,100
7,Nebraska,McPherson County,70,94.6
7,Nebraska,Madison County,5938,91.6
7,Nebraska,Merrick County,1233,93.9
7,Nebraska,Morrill County,695,94.6
7,Nebraska,Nance County,529,96.7
7,Nebraska,Nemaha County,1207,93.9
7,Nebraska,Nuckolls County,554,94.7
7,Nebraska,Otoe County,2499,95.4
7,Nebraska,Pawnee County,343,95
7,Nebraska,Perkins County,418,96.5
7,Nebraska,Phelps County,1413,95.7
7,Nebraska,Pierce County,1073,96.8
7,Nebraska,Platte County,5443,94.1
7,Nebraska,Polk County,761,96.9
7,Nebraska,Red Willow County,1743,96
7,Nebraska,Richardson County,1030,91.4
7,Nebraska,Rock County,185,95.4
7,Nebraska,Saline County,2353,89.6
7,Nebraska,Sarpy County,33558,87.9
7,Nebraska,Saunders County,3428,96.1
7,Nebraska,Scotts Bluff County,5866,92.3
7,Nebraska,Seward County,3112,96.2
7,Nebraska,Sheridan County,623,80
7,Nebraska,Sherman County,395,97.8
7,Nebraska,Sioux County,149,93.1
7,Nebraska,Stanton County,944,95.7
7,Nebraska,Thayer County,691,95.7
7,Nebraska,Thomas County,91,94.8
7,Nebraska,Thurston County,412,30.3
7,Nebraska,Valley County,614,97
7,Nebraska,Washington County,3363,96.6
7,Nebraska,Wayne County,2036,94.1
7,Nebraska,Webster County,485,93.3
7,Nebraska,Wheeler County,94,95
7,Nebraska,York County,2245,92.6
8,Colorado,Adams County,93940,84.6
8,Colorado,Alamosa County,3155,86.9
8,Colorado,Arapahoe County,100427,73.8
8,Colorado,Archuleta County,1770,90.1
8,Colorado,Baca County,503,92.8
8,Colorado,Bent County,504,87.3
