REGION,STATE,COUNTY,NRPAWWH,PCTRPAWWH
1,Connecticut,Fairfield County,128657,73.4
1,Connecticut,Hartford County,118240,69.6
1,Connecticut,Litchfield County,25949,91.3
1,Connecticut,Middlesex County,23625,84
1,Connecticut,New Haven County,120628,72
1,Connecticut,New London County,38019,80.2
1,Connecticut,Tolland County,27351,85
1,Connecticut,Windham County,19512,89.6
1,Maine,Androscoggin County,17857,90.3
1,Maine,Aroostook County,9399,92.5
1,Maine,Cumberland County,50629,89.7
1,Maine,Franklin County,4977,95.7
1,Maine,Hancock County,8014,93.5
1,Maine,Kennebec County,20151,94.5
1,Maine,Knox County,5611,95.7
1,Maine,Lincoln County,4688,95.2
1,Maine,Oxford County,8767,96
1,Maine,Penobscot County,26438,93.2
1,Maine,Piscataquis County,2235,93.6
1,Maine,Sagadahoc County,5642,95
1,Maine,Somerset County,7934,95.6
1,Maine,Waldo County,6093,95.9
1,Maine,Washington County,4239,89.6
1,Maine,York County,33455,93.9
1,Massachusetts,Barnstable County,24961,88.1
1,Massachusetts,Berkshire County,18597,88.1
1,Massachusetts,Bristol County,92284,85.8
1,Massachusetts,Dukes County,2273,87.9
1,Massachusetts,Essex County,121742,81.6
1,Massachusetts,Franklin County,10635,91.4
1,Massachusetts,Hampden County,72796,79.3
1,Massachusetts,Hampshire County,33400,82.3
1,Massachusetts,Middlesex County,246636,73.4
1,Massachusetts,Nantucket County,1733,84.1
1,Massachusetts,Norfolk County,99168,72.2
1,Massachusetts,Plymouth County,73850,80.2
1,Massachusetts,Suffolk County,137565,63.5
1,Massachusetts,Worcester County,130795,82.3
1,New Hampshire,Belknap County,9251,95.3
1,New Hampshire,Carroll County,6318,95.8
1,New Hampshire,Cheshire County,13220,94.6
1,New Hampshire,Coos County,4166,94.9
1,New Hampshire,Grafton County,15077,87.6
1,New Hampshire,Hillsborough County,68890,87.7
1,New Hampshire,Merrimack County,25143,91.7
1,New Hampshire,Rockingham County,49367,93.3
1,New Hampshire,Strafford County,26247,91.8
1,New Hampshire,Sullivan County,6646,94.4
1,Rhode Island,Bristol County,8088,92.1
1,Rhode Island,Kent County,26325,89.9
1,Rhode Island,Newport County,12316,87.9
1,Rhode Island,Providence County,97896,73.9
1,Rhode Island,Washington County,21376,91.6
1,Vermont,Addison County,6250,91.2
1,Vermont,Bennington County,5543,93.3
1,Vermont,Caledonia County,4760,95.3
1,Vermont,Chittenden County,32660,88.3
1,Vermont,Essex County,786,95.2
1,Vermont,Franklin County,8504,94.1
1,Vermont,Grand Isle County,1039,93
1,Vermont,Lamoille County,4475,95.3
1,Vermont,Orange County,4441,96.3
1,Vermont,Orleans County,4133,95.6
1,Vermont,Rutland County,9069,95.5
1,Vermont,Washington County,9681,94.5
1,Vermont,Windham County,6356,92.6
1,Vermont,Windsor County,8363,94.6
2,New Jersey,Atlantic County,31799,67.4
2,New Jersey,Bergen County,118385,69.2
2,New Jersey,Burlington County,55383,69.2
2,New Jersey,Camden County,64184,64.9
2,New Jersey,Cape May County,11991,90
2,New Jersey,Cumberland County,18445,69.9
2,New Jersey,Essex County,72897,44.6
2,New Jersey,Gloucester County,44530,80.8
2,New Jersey,Hudson County,95485,61.6
2,New Jersey,Hunterdon County,17786,88.2
2,New Jersey,Mercer County,43039,58.9
2,New Jersey,Middlesex County,89928,55.4
2,New Jersey,Monmouth County,88146,82.3
2,New Jersey,Morris County,69852,79.9
2,New Jersey,Ocean County,87255,90.8
2,New Jersey,Passaic County,72033,72.7
2,New Jersey,Salem County,8391,77.8
2,New Jersey,Somerset County,37747,63
2,New Jersey,Sussex County,21790,92.3
2,New Jersey,Union County,68731,64
2,New Jersey,Warren County,15661,86.5
2,New York,Albany County,46277,70.4
2,New York,Allegany County,7945,93.6
2,New York,Bronx County,132285,43
2,New York,Broome County,29405,80.1
2,New York,Cattaraugus County,11787,90.2
2,New York,Cayuga County,11684,92.5
2,New York,Chautauqua County,20264,92
2,New York,Chemung County,12812,88.3
2,New York,Chenango County,7376,96.2
2,New York,Clinton County,13666,91.7
2,New York,Columbia County,8036,87.2
2,New York,Cortland County,9720,93.8
2,New York,Delaware County,6377,93.1
2,New York,Dutchess County,42528,78.2
2,New York,Erie County,131559,74.6
2,New York,Essex County,5160,96.1
2,New York,Franklin County,6734,87
2,New York,Fulton County,8491,94.9
2,New York,Genesee County,8897,91.9
2,New York,Greene County,6438,91.1
2,New York,Hamilton County,511,93.4
2,New York,Herkimer County,9796,94.7
2,New York,Jefferson County,17958,85.8
2,New York,Kings County,285596,49.7
2,New York,Lewis County,4198,96.5
2,New York,Livingston County,11175,92.8
2,New York,Madison County,12179,91.7
2,New York,Monroe County,105612,72
2,New York,Montgomery County,7950,91.4
2,New York,Nassau County,167129,68.4
2,New York,New York County,256276,63.7
2,New York,Niagara County,31247,84.6
2,New York,Oneida County,33331,82.9
2,New York,Onondaga County,68285,75.3
2,New York,Ontario County,17521,91.5
2,New York,Orange County,54870,76.9
2,New York,Orleans County,6208,87.2
2,New York,Oswego County,20410,94.7
2,New York,Otsego County,10958,91.3
2,New York,Putnam County,14859,89
2,New York,Queens County,205905,45.5
2,New York,Rensselaer County,25091,81.9
2,New York,Richmond County,64368,71.1
2,New York,Rockland County,43981,75.3
2,New York,St. Lawrence County,18638,93.5
2,New York,Saratoga County,37111,90.8
2,New York,Schenectady County,21711,73.1
2,New York,Schoharie County,4956,94
2,New York,Schuyler County,2751,95
2,New York,Seneca County,5121,93.5
2,New York,Steuben County,15104,94
2,New York,Suffolk County,213489,80.4
2,New York,Sullivan County,10343,82.5
2,New York,Tioga County,7593,95.6
2,New York,Tompkins County,20060,75.8
2,New York,Ulster County,26777,85
2,New York,Warren County,9827,94.5
2,New York,Washington County,9366,96.2
2,New York,Wayne County,13867,92.9
2,New York,Westchester County,123399,68.6
2,New York,Wyoming County,5969,96.6
2,New York,Yates County,4271,95
3,Delaware,Kent County,21829,60.8
3,Delaware,New Castle County,67911,60.8
3,Delaware,Sussex County,25337,76.4
3,District of Columbia,District of Columbia,98411,51.5
3,Maryland,Allegany County,10714,88.3
3,Maryland,Anne Arundel County,77553,69.2
3,Maryland,Baltimore County,87543,53.4
3,Maryland,Calvert County,13337,79.9
3,Maryland,Caroline County,4876,80
3,Maryland,Carroll County,26751,90.6
3,Maryland,Cecil County,16273,86.5
3,Maryland,Charles County,11551,35.8
3,Maryland,Dorchester County,3391,61.8
3,Maryland,Frederick County,38802,77.7
3,Maryland,Garrett County,4448,96.7
3,Maryland,Harford County,35352,75.2
3,Maryland,Howard County,32098,50.2
3,Maryland,Kent County,2653,80.4
3,Maryland,Montgomery County,112090,55.4
3,Maryland,Prince George's County,48567,26.1
3,Maryland,Queen Anne's County,7363,89.6
3,Maryland,St. Mary's County,17112,76.2
3,Maryland,Somerset County,2044,43.3
3,Maryland,Talbot County,4222,79.6
3,Maryland,Washington County,21065,81
3,Maryland,Wicomico County,14714,64.5
3,Maryland,Worcester County,6096,78.3
3,Maryland,Baltimore City,46699,34.1
3,Pennsylvania,Adams County,16479,94.1
3,Pennsylvania,Allegheny County,179523,76
3,Pennsylvania,Armstrong County,9814,97.3
3,Pennsylvania,Beaver County,24035,87.8
3,Pennsylvania,Bedford County,7149,97.2
3,Pennsylvania,Berks County,65916,84.5
3,Pennsylvania,Blair County,19813,94.5
3,Pennsylvania,Bradford County,9234,96.7
3,Pennsylvania,Bucks County,91308,84.8
3,Pennsylvania,Butler County,30842,94.8
3,Pennsylvania,Cambria County,19742,92.7
3,Pennsylvania,Cameron County,545,94.6
3,Pennsylvania,Carbon County,9597,94.2
3,Pennsylvania,Centre County,30904,84.1
3,Pennsylvania,Chester County,78863,81.7
3,Pennsylvania,Clarion County,7025,95.4
3,Pennsylvania,Clearfield County,11551,97.4
3,Pennsylvania,Clinton County,7120,95.4
3,Pennsylvania,Columbia County,12300,93.7
3,Pennsylvania,Crawford County,13732,93.8
3,Pennsylvania,Cumberland County,40261,85.5
3,Pennsylvania,Dauphin County,35260,66.7
3,Pennsylvania,Delaware County,69099,62.2
3,Pennsylvania,Elk County,4360,98
3,Pennsylvania,Erie County,42641,85.5
3,Pennsylvania,Fayette County,19402,92.5
3,Pennsylvania,Forest County,460,95.8
3,Pennsylvania,Franklin County,24798,90.8
3,Pennsylvania,Fulton County,2249,95.8
3,Pennsylvania,Greene County,5750,97.1
3,Pennsylvania,Huntingdon County,6757,95.6
3,Pennsylvania,Indiana County,15119,93.4
3,Pennsylvania,Jefferson County,6882,97.3
3,Pennsylvania,Juniata County,3971,96.8
3,Pennsylvania,Lackawanna County,33657,88.6
3,Pennsylvania,Lancaster County,89014,87.4
3,Pennsylvania,Lawrence County,12863,91.2
3,Pennsylvania,Lebanon County,22724,90.9
3,Pennsylvania,Lehigh County,56097,78.8
3,Pennsylvania,Luzerne County,47805,86.4
3,Pennsylvania,Lycoming County,18334,89.3
3,Pennsylvania,McKean County,6342,96.2
3,Pennsylvania,Mercer County,16263,89.9
3,Pennsylvania,Mifflin County,7101,96.7
3,Pennsylvania,Monroe County,22918,74.4
3,Pennsylvania,Montgomery County,115342,75.5
3,Pennsylvania,Montour County,2760,90
3,Pennsylvania,Northampton County,46496,83.5
3,Pennsylvania,Northumberland County,13826,95
3,Pennsylvania,Perry County,7398,96.2
3,Pennsylvania,Philadelphia County,165874,45.4
3,Pennsylvania,Pike County,7214,86.8
3,Pennsylvania,Potter County,2390,97
3,Pennsylvania,Schuylkill County,20966,94.7
3,Pennsylvania,Snyder County,7174,95.7
3,Pennsylvania,Somerset County,10271,97.4
3,Pennsylvania,Sullivan County,715,93.8
3,Pennsylvania,Susquehanna County,5717,97.1
3,Pennsylvania,Tioga County,6653,96.2
3,Pennsylvania,Union County,7173,92
3,Pennsylvania,Venango County,7475,96.6
3,Pennsylvania,Warren County,5704,97.3
3,Pennsylvania,Washington County,32105,91.8
3,Pennsylvania,Wayne County,6767,95.7
3,Pennsylvania,Westmoreland County,51462,93.4
3,Pennsylvania,Wyoming County,4187,96
3,Pennsylvania,York County,69890,86.3
3,Virginia,Accomack County,3033,62
3,Virginia,Albemarle County,17185,76.7
3,Virginia,Alleghany County,2100,93.2
3,Virginia,Amelia County,1632,76.7
3,Virginia,Amherst County,3995,75.7
3,Virginia,Appomattox County,2120,77.1
3,Virginia,Arlington County,43842,72.6
3,Virginia,Augusta County,11188,93.1
3,Virginia,Bath County,535,92.1
3,Virginia,Bedford County,11076,88.3
3,Virginia,Bland County,790,97
3,Virginia,Botetourt County,4715,93.6
3,Virginia,Brunswick County,932,40.8
3,Virginia,Buchanan County,2986,95.7
3,Virginia,Buckingham County,1606,65.8
3,Virginia,Campbell County,7889,81.1
3,Virginia,Caroline County,3831,68.9
3,Virginia,Carroll County,4284,95.7
3,Virginia,Charles City County,459,45.7
3,Virginia,Charlotte County,1239,67.7
3,Virginia,Chesterfield County,43515,62.2
3,Virginia,Clarke County,2045,90.3
3,Virginia,Craig County,756,97.3
3,Virginia,Culpeper County,7459,79.3
3,Virginia,Cumberland County,1088,65.3
3,Virginia,Dickenson County,2215,98.4
3,Virginia,Dinwiddie County,3186,62.5
3,Virginia,Essex County,947,51.2
3,Virginia,Fairfax County,139092,61
3,Virginia,Fauquier County,10763,86.3
3,Virginia,Floyd County,2314,95.2
3,Virginia,Fluvanna County,4059,74.7
3,Virginia,Franklin County,7694,88.3
3,Virginia,Frederick County,14294,89.3
3,Virginia,Giles County,2612,96.3
3,Virginia,Gloucester County,5537,88.2
3,Virginia,Goochland County,2892,78.8
3,Virginia,Grayson County,2024,94.5
3,Virginia,Greene County,3026,86.7
3,Virginia,Greensville County,482,36.4
3,Virginia,Halifax County,3151,58.7
3,Virginia,Hanover County,15964,84.2
3,Virginia,Henrico County,33945,50.8
3,Virginia,Henry County,5755,73.1
3,Virginia,Highland County,248,97.6
3,Virginia,Isle of Wight County,4464,71.2
3,Virginia,James City County,9277,76.2
3,Virginia,King and Queen County,698,68
3,Virginia,King George County,3977,78.2
3,Virginia,King William County,2511,79.5
3,Virginia,Lancaster County,739,57.3
3,Virginia,Lee County,3397,97.6
3,Virginia,Loudoun County,54643,63.5
3,Virginia,Louisa County,5034,81.1
3,Virginia,Lunenburg County,1150,66.4
3,Virginia,Madison County,1843,86.2
3,Virginia,Mathews County,1003,87.7
3,Virginia,Mecklenburg County,2617,57.7
3,Virginia,Middlesex County,1038,81.3
3,Virginia,Montgomery County,20354,84.4
3,Virginia,Nelson County,1809,82.1
3,Virginia,New Kent County,3154,80.8
3,Virginia,Northampton County,926,57
3,Virginia,Northumberland County,814,59.3
3,Virginia,Nottoway County,1358,59
3,Virginia,Orange County,4983,80.3
3,Virginia,Page County,3744,96
3,Virginia,Patrick County,2227,92.2
3,Virginia,Pittsylvania County,7049,76.5
3,Virginia,Powhatan County,4136,90.2
3,Virginia,Prince Edward County,3394,65.7
3,Virginia,Prince George County,4087,59
3,Virginia,Prince William County,58452,59.9
3,Virginia,Pulaski County,4744,92.4
3,Virginia,Rappahannock County,984,92.7
3,Virginia,Richmond County,821,70
3,Virginia,Roanoke County,14024,84.9
3,Virginia,Rockbridge County,3194,92.3
3,Virginia,Rockingham County,13881,93.2
3,Virginia,Russell County,4147,97.6
3,Virginia,Scott County,3151,97.5
3,Virginia,Shenandoah County,6638,92.1
3,Virginia,Smyth County,4600,93.7
3,Virginia,Southampton County,1705,62
3,Virginia,Spotsylvania County,19238,73.8
3,Virginia,Stafford County,21119,68.3
3,Virginia,Surry County,491,52.6
3,Virginia,Sussex County,632,47.1
3,Virginia,Tazewell County,6048,95.9
3,Virginia,Warren County,6501,89.6
3,Virginia,Washington County,8329,96.5
3,Virginia,Westmoreland County,1833,66.8
3,Virginia,Wise County,5930,96
3,Virginia,Wythe County,4424,95.1
3,Virginia,York County,9222,72.6
3,Virginia,Alexandria City,25290,64.7
3,Virginia,Bristol City,2682,88.9
3,Virginia,Buena Vista City,1236,91
3,Virginia,Charlottesville City,9176,70.9
3,Virginia,Chesapeake City,28953,58.2
3,Virginia,Colonial Heights City,2233,69.1
3,Virginia,Covington City,790,82
3,Virginia,Danville City,2639,36.8
3,Virginia,Emporia City,246,24.7
3,Virginia,Fairfax City,3080,66.4
3,Virginia,Falls Church City,2194,77.7
3,Virginia,Franklin City,448,32
3,Virginia,Fredericksburg City,5427,68.8
3,Virginia,Galax City,1004,89
3,Virginia,Hampton City,10550,36.9
3,Virginia,Harrisonburg City,13862,82.8
3,Virginia,Hopewell City,1985,43.3
3,Virginia,Lexington City,1398,85.8
3,Virginia,Lynchburg City,15072,68.3
3,Virginia,Manassas City,5985,71.5
3,Virginia,Manassas Park City,2558,65.7
3,Virginia,Martinsville City,924,42.3
3,Virginia,Newport News City,18222,45.8
3,Virginia,Norfolk City,24509,45.2
3,Virginia,Norton City,690,90.4
3,Virginia,Petersburg City,1092,17.3
3,Virginia,Poquoson City,1887,92.2
3,Virginia,Portsmouth City,7139,36.1
3,Virginia,Radford City,5168,84.6
3,Virginia,Richmond City,29409,50.5
3,Virginia,Roanoke City,11854,60.1
3,Virginia,Salem City,4326,85.6
3,Virginia,Staunton City,4104,81.2
3,Virginia,Suffolk City,8415,47.1
3,Virginia,Virginia Beach City,59541,64
3,Virginia,Waynesboro City,3431,78.1
3,Virginia,Williamsburg City,3271,72.3
3,Virginia,Winchester City,4502,79.8
3,West Virginia,Barbour County,2954,96.2
3,West Virginia,Berkeley County,20233,87.3
3,West Virginia,Boone County,3444,98.5
3,West Virginia,Braxton County,2115,97.5
3,West Virginia,Brooke County,3365,95.9
3,West Virginia,Cabell County,16635,89.8
3,West Virginia,Calhoun County,1031,97.9
3,West Virginia,Clay County,1341,98.3
3,West Virginia,Doddridge County,1172,96.4
3,West Virginia,Fayette County,6365,94.4
3,West Virginia,Gilmer County,1151,95.9
3,West Virginia,Grant County,1700,98.3
3,West Virginia,Greenbrier County,5287,94
3,West Virginia,Hampshire County,3461,97.1
3,West Virginia,Hancock County,4355,94.8
3,West Virginia,Hardy County,1983,94.4
3,West Virginia,Harrison County,11247,95.5
3,West Virginia,Jackson County,4540,97.6
3,West Virginia,Jefferson County,9125,87.9
3,West Virginia,Kanawha County,27284,86.4
3,West Virginia,Lewis County,2504,96.4
3,West Virginia,Lincoln County,3309,97.5
3,West Virginia,Logan County,5199,96.7
3,West Virginia,McDowell County,2451,91
3,West Virginia,Marion County,9853,94.1
3,West Virginia,Marshall County,4717,97.3
3,West Virginia,Mason County,4484,96.6
3,West Virginia,Mercer County,9294,90.9
3,West Virginia,Mineral County,4097,93.7
3,West Virginia,Mingo County,3765,97.1
3,West Virginia,Monongalia County,23280,89.8
3,West Virginia,Monroe County,1912,96.8
3,West Virginia,Morgan County,2642,96.3
3,West Virginia,Nicholas County,3774,96
3,West Virginia,Ohio County,6871,92.6
3,West Virginia,Pendleton County,909,94.8
3,West Virginia,Pleasants County,1087,97.8
3,West Virginia,Pocahontas County,1129,95.8
3,West Virginia,Preston County,5493,97.3
3,West Virginia,Putnam County,9608,95.7
3,West Virginia,Raleigh County,10972,89.6
3,West Virginia,Randolph County,4277,96.3
3,West Virginia,Ritchie County,1437,98
3,West Virginia,Roane County,2122,97.2
3,West Virginia,Summers County,1962,85
3,West Virginia,Taylor County,2654,96.7
3,West Virginia,Tucker County,996,97.5
3,West Virginia,Tyler County,1263,97.3
3,West Virginia,Upshur County,4249,95.9
3,West Virginia,Wayne County,6568,97.3
3,West Virginia,Webster County,1173,98.3
3,West Virginia,Wetzel County,2346,98.1
3,West Virginia,Wirt County,892,97.8
3,West Virginia,Wood County,13669,95.7
3,West Virginia,Wyoming County,3348,97.5
4,Alabama,Autauga County,7979,72.9
4,Alabama,Baldwin County,32623,84.4
4,Alabama,Barbour County,1586,42.4
4,Alabama,Bibb County,2965,79.6
4,Alabama,Blount County,9813,95.7
4,Alabama,Bullock County,315,19.7
4,Alabama,Butler County,1513,42.7
4,Alabama,Calhoun County,15698,70.7
4,Alabama,Chambers County,3024,51.6
4,Alabama,Cherokee County,3864,93.3
4,Alabama,Chilton County,7071,86.4
4,Alabama,Choctaw County,1140,54.8
4,Alabama,Clarke County,2063,47.9
4,Alabama,Clay County,1871,82.8
4,Alabama,Cleburne County,2361,95.1
4,Alabama,Coffee County,7100,73.3
4,Alabama,Colbert County,7777,78.2
4,Alabama,Conecuh County,888,44.4
4,Alabama,Coosa County,1019,66
4,Alabama,Covington County,5131,82.2
4,Alabama,Crenshaw County,1640,68.3
4,Alabama,Cullman County,14314,95.4
4,Alabama,Dale County,6446,68.7
4,Alabama,Dallas County,1483,21.1
4,Alabama,DeKalb County,11779,92
4,Alabama,Elmore County,11723,72.2
4,Alabama,Escambia County,3733,59.5
4,Alabama,Etowah County,14439,77.4
4,Alabama,Fayette County,2337,86.1
4,Alabama,Franklin County,5123,91.9
4,Alabama,Geneva County,3829,86
4,Alabama,Greene County,160,11.8
4,Alabama,Hale County,946,35.1
4,Alabama,Henry County,1984,69.4
4,Alabama,Houston County,12850,63.3
4,Alabama,Jackson County,8150,91.1
4,Alabama,Jefferson County,66959,49.3
4,Alabama,Lamar County,1978,86.6
4,Alabama,Lauderdale County,14894,83.8
4,Alabama,Lawrence County,4321,76.4
4,Alabama,Lee County,27402,70.1
4,Alabama,Limestone County,14693,79.8
4,Alabama,Lowndes County,334,19.8
4,Alabama,Macon County,486,12.3
4,Alabama,Madison County,45802,62.5
4,Alabama,Marengo County,1389,40.9
4,Alabama,Marion County,4709,94.4
4,Alabama,Marshall County,15957,93
4,Alabama,Mobile County,44997,54.3
4,Alabama,Monroe County,1823,50
4,Alabama,Montgomery County,12872,27.2
4,Alabama,Morgan County,16989,79.7
4,Alabama,Perry County,516,28.5
4,Alabama,Pickens County,1840,52.6
4,Alabama,Pike County,4305,54
4,Alabama,Randolph County,2868,74.9
4,Alabama,Russell County,5330,45.2
4,Alabama,St. Clair County,14092,86.3
4,Alabama,Shelby County,33299,77.9
4,Alabama,Sumter County,695,25.7
4,Alabama,Talladega County,8730,57.5
4,Alabama,Tallapoosa County,4255,63.7
4,Alabama,Tuscaloosa County,30084,60.4
4,Alabama,Walker County,9994,89.8
4,Alabama,Washington County,1715,61.6
4,Alabama,Wilcox County,400,21
4,Alabama,Winston County,3734,96.4
4,Florida,Alachua County,46839,68.5
4,Florida,Baker County,4504,85.5
4,Florida,Bay County,24314,79
4,Florida,Bradford County,3377,78.5
4,Florida,Brevard County,75061,78.8
4,Florida,Broward County,214110,57.3
4,Florida,Calhoun County,1874,86.9
4,Florida,Charlotte County,17216,85.3
4,Florida,Citrus County,16062,90.1
4,Florida,Clay County,31628,76.8
4,Florida,Collier County,44869,84.5
4,Florida,Columbia County,8979,76.7
4,Florida,DeSoto County,4393,81.5
4,Florida,Dixie County,1967,89.7
4,Florida,Duval County,113317,56.7
4,Florida,Escambia County,40235,64.6
4,Florida,Flagler County,12974,79.8
4,Florida,Franklin County,1303,87.2
4,Florida,Gadsden County,3081,35.9
4,Florida,Gilchrist County,2623,93.2
4,Florida,Glades County,1404,76.5
4,Florida,Gulf County,1570,83.6
4,Florida,Hamilton County,1140,60.2
4,Florida,Hardee County,4066,88
4,Florida,Hendry County,6210,82.2
4,Florida,Hernando County,26098,86.8
4,Florida,Highlands County,11016,78.3
4,Florida,Hillsborough County,216769,70.2
4,Florida,Holmes County,2714,92.7
4,Florida,Indian River County,17073,80.4
4,Florida,Jackson County,4842,68.2
