REGION,STATE,COUNTY,PRETBRPCT
8,Montana,Granite County,9.2
8,Montana,Hill County,9.8
8,Montana,Jefferson County,8.5
8,Montana,Judith Basin County,9.9
8,Montana,Lake County,11.1
8,Montana,Lewis and Clark County,8.6
8,Montana,Liberty County,9.3
8,Montana,Lincoln County,7.5
8,Montana,McCone County,12.2
8,Montana,Madison County,8.2
8,Montana,Meagher County,8.9
8,Montana,Mineral County,8.7
8,Montana,Missoula County,8.8
8,Montana,Musselshell County,9.7
8,Montana,Park County,8.3
8,Montana,Petroleum County,9.9
8,Montana,Phillips County,8.6
8,Montana,Pondera County,9.5
8,Montana,Powder River County,11.1
8,Montana,Powell County,8.5
8,Montana,Prairie County,9.4
8,Montana,Ravalli County,9.4
8,Montana,Richland County,7
8,Montana,Roosevelt County,16.5
8,Montana,Rosebud County,10.9
8,Montana,Sanders County,8.3
8,Montana,Sheridan County,9.2
8,Montana,Silver Bow County,8.6
8,Montana,Stillwater County,9.2
8,Montana,Sweet Grass County,7.5
8,Montana,Teton County,10.4
8,Montana,Toole County,8.7
8,Montana,Treasure County,9.9
8,Montana,Valley County,9.8
8,Montana,Wheatland County,7.5
8,Montana,Wibaux County,8.1
8,Montana,Yellowstone County,9.7
7,Nebraska,Adams County,11.2
7,Nebraska,Antelope County,8
7,Nebraska,Arthur County,9.4
7,Nebraska,Banner County,8.5
7,Nebraska,Blaine County,9.9
7,Nebraska,Boone County,7.6
7,Nebraska,Box Butte County,8.1
7,Nebraska,Boyd County,9.9
7,Nebraska,Brown County,11.7
7,Nebraska,Buffalo County,10.6
7,Nebraska,Burt County,10.3
7,Nebraska,Butler County,9.3
7,Nebraska,Cass County,10.6
7,Nebraska,Cedar County,8
7,Nebraska,Chase County,7.7
7,Nebraska,Cherry County,9
7,Nebraska,Cheyenne County,9.9
7,Nebraska,Clay County,9.5
7,Nebraska,Colfax County,7.9
7,Nebraska,Cuming County,8.8
7,Nebraska,Custer County,10.4
7,Nebraska,Dakota County,9
7,Nebraska,Dawes County,8.1
7,Nebraska,Dawson County,9.3
7,Nebraska,Deuel County,9.1
7,Nebraska,Dixon County,7.8
7,Nebraska,Dodge County,11
7,Nebraska,Douglas County,11.4
7,Nebraska,Dundy County,8.7
7,Nebraska,Fillmore County,8.9
7,Nebraska,Franklin County,8.6
7,Nebraska,Frontier County,8.8
7,Nebraska,Furnas County,9.8
7,Nebraska,Gage County,10.5
7,Nebraska,Garden County,8.7
7,Nebraska,Garfield County,12
7,Nebraska,Gosper County,10.7
7,Nebraska,Grant County,5.4
7,Nebraska,Greeley County,9.7
7,Nebraska,Hall County,9.1
7,Nebraska,Hamilton County,9.5
7,Nebraska,Harlan County,8.9
7,Nebraska,Hayes County,9.3
7,Nebraska,Hitchcock County,10.1
7,Nebraska,Holt County,9.3
7,Nebraska,Hooker County,5.9
7,Nebraska,Howard County,9.8
7,Nebraska,Jefferson County,10.6
7,Nebraska,Johnson County,10.5
7,Nebraska,Kearney County,10.9
7,Nebraska,Keith County,9.9
7,Nebraska,Keya Paha County,11.4
7,Nebraska,Kimball County,8.8
7,Nebraska,Knox County,8.7
7,Nebraska,Lancaster County,10.3
7,Nebraska,Lincoln County,9.4
7,Nebraska,Logan County,10.2
7,Nebraska,Loup County,10.6
7,Nebraska,McPherson County,10
7,Nebraska,Madison County,7.5
7,Nebraska,Merrick County,8.7
7,Nebraska,Morrill County,8.6
7,Nebraska,Nance County,8.3
7,Nebraska,Nemaha County,11.2
7,Nebraska,Nuckolls County,8.1
7,Nebraska,Otoe County,10.7
7,Nebraska,Pawnee County,10.1
7,Nebraska,Perkins County,9.6
7,Nebraska,Phelps County,9
7,Nebraska,Pierce County,7.5
7,Nebraska,Platte County,7.5
7,Nebraska,Polk County,7
7,Nebraska,Red Willow County,9.4
7,Nebraska,Richardson County,8.8
7,Nebraska,Rock County,10.2
7,Nebraska,Saline County,10.2
7,Nebraska,Sarpy County,11.1
7,Nebraska,Saunders County,10.8
7,Nebraska,Scotts Bluff County,8.8
7,Nebraska,Seward County,9.8
7,Nebraska,Sheridan County,7.5
7,Nebraska,Sherman County,10.8
7,Nebraska,Sioux County,8.5
7,Nebraska,Stanton County,7.4
7,Nebraska,Thayer County,10
7,Nebraska,Thomas County,6.3
7,Nebraska,Thurston County,9.6
7,Nebraska,Valley County,10.7
7,Nebraska,Washington County,11.3
7,Nebraska,Wayne County,7.8
7,Nebraska,Webster County,10.6
7,Nebraska,Wheeler County,8.2
7,Nebraska,York County,7.8
9,Nevada,Churchill County,9.4
9,Nevada,Clark County,10.7
9,Nevada,Douglas County,9
9,Nevada,Elko County,9.9
9,Nevada,Esmeralda County,10.9
9,Nevada,Eureka County,10.3
9,Nevada,Humboldt County,9.8
9,Nevada,Lander County,10.4
9,Nevada,Lincoln County,10.4
9,Nevada,Lyon County,10
9,Nevada,Mineral County,10.1
9,Nevada,Nye County,11.1
9,Nevada,Pershing County,9.5
9,Nevada,Storey County,9.6
9,Nevada,Washoe County,9.7
9,Nevada,White Pine County,10.1
9,Nevada,Carson City,9.9
1,New Hampshire,Belknap County,7.8
1,New Hampshire,Carroll County,8.5
1,New Hampshire,Cheshire County,8.5
1,New Hampshire,Coos County,8.1
1,New Hampshire,Grafton County,8.1
1,New Hampshire,Hillsborough County,8.5
1,New Hampshire,Merrimack County,8.1
1,New Hampshire,Rockingham County,8.7
1,New Hampshire,Strafford County,8.7
1,New Hampshire,Sullivan County,8.3
2,New Jersey,Atlantic County,9.9
2,New Jersey,Bergen County,9.5
2,New Jersey,Burlington County,9.9
2,New Jersey,Camden County,10.1
2,New Jersey,Cape May County,8.9
2,New Jersey,Cumberland County,11.7
2,New Jersey,Essex County,10.9
2,New Jersey,Gloucester County,10.1
2,New Jersey,Hudson County,9.7
2,New Jersey,Hunterdon County,8.8
2,New Jersey,Mercer County,9.5
2,New Jersey,Middlesex County,9
2,New Jersey,Monmouth County,9.7
2,New Jersey,Morris County,7.8
2,New Jersey,Ocean County,7.5
2,New Jersey,Passaic County,10.9
2,New Jersey,Salem County,10
2,New Jersey,Somerset County,8.7
2,New Jersey,Sussex County,8.3
2,New Jersey,Union County,9.2
2,New Jersey,Warren County,9.3
6,New Mexico,Bernalillo County,10.5
6,New Mexico,Catron County,10.5
6,New Mexico,Chaves County,9.8
6,New Mexico,Cibola County,10.4
6,New Mexico,Colfax County,13.9
6,New Mexico,Curry County,9.6
6,New Mexico,De Baca County,9.6
6,New Mexico,Dona Ana County,9.6
6,New Mexico,Eddy County,10.6
6,New Mexico,Grant County,9.9
6,New Mexico,Guadalupe County,9.5
6,New Mexico,Harding County,10.5
6,New Mexico,Hidalgo County,8.7
6,New Mexico,Lea County,10.4
6,New Mexico,Lincoln County,9.2
6,New Mexico,Los Alamos County,10.5
6,New Mexico,Luna County,9.3
6,New Mexico,McKinley County,9.9
6,New Mexico,Mora County,10.3
6,New Mexico,Otero County,9.5
6,New Mexico,Quay County,9.1
6,New Mexico,Rio Arriba County,10
6,New Mexico,Roosevelt County,9.9
6,New Mexico,Sandoval County,10.3
6,New Mexico,San Juan County,9.3
6,New Mexico,San Miguel County,10.4
6,New Mexico,Santa Fe County,10.4
6,New Mexico,Sierra County,9.7
6,New Mexico,Socorro County,10.3
6,New Mexico,Taos County,10
6,New Mexico,Torrance County,10.4
6,New Mexico,Union County,9.5
6,New Mexico,Valencia County,10.4
2,New York,Albany County,9.6
2,New York,Allegany County,9.4
2,New York,Bronx County,9.9
2,New York,Broome County,9.5
2,New York,Cattaraugus County,8.9
2,New York,Cayuga County,8.3
2,New York,Chautauqua County,9.8
2,New York,Chemung County,8
2,New York,Chenango County,8.8
2,New York,Clinton County,8.1
2,New York,Columbia County,9.4
2,New York,Cortland County,9.1
2,New York,Delaware County,8.8
2,New York,Dutchess County,9
2,New York,Erie County,10.1
2,New York,Essex County,8.8
2,New York,Franklin County,9
2,New York,Fulton County,8.2
2,New York,Genesee County,9.2
2,New York,Greene County,9.3
2,New York,Hamilton County,8.5
2,New York,Herkimer County,8.7
2,New York,Jefferson County,8.6
2,New York,Kings County,8.6
2,New York,Lewis County,8.5
2,New York,Livingston County,8.8
2,New York,Madison County,9.1
2,New York,Monroe County,9.9
2,New York,Montgomery County,8.6
2,New York,Nassau County,9.1
2,New York,New York County,8.7
2,New York,Niagara County,9.9
2,New York,Oneida County,8.9
2,New York,Onondaga County,8.9
2,New York,Ontario County,9.1
2,New York,Orange County,8.2
2,New York,Orleans County,9.5
2,New York,Oswego County,7.8
2,New York,Otsego County,8.6
2,New York,Putnam County,8.4
2,New York,Queens County,9
2,New York,Rensselaer County,9.9
2,New York,Richmond County,9.3
2,New York,Rockland County,6.4
2,New York,St. Lawrence County,8.8
2,New York,Saratoga County,8.1
2,New York,Schenectady County,9.4
2,New York,Schoharie County,9.1
2,New York,Schuyler County,7.5
2,New York,Seneca County,8
2,New York,Steuben County,8.2
2,New York,Suffolk County,10
2,New York,Sullivan County,8.7
2,New York,Tioga County,8.8
2,New York,Tompkins County,7.6
2,New York,Ulster County,8.7
2,New York,Warren County,10.4
2,New York,Washington County,9.7
2,New York,Wayne County,9.1
2,New York,Westchester County,9.1
2,New York,Wyoming County,9.6
2,New York,Yates County,7.9
4,North Carolina,Alamance County,10.7
4,North Carolina,Alexander County,10.4
4,North Carolina,Alleghany County,10.4
4,North Carolina,Anson County,12.8
4,North Carolina,Ashe County,11
4,North Carolina,Avery County,11.8
4,North Carolina,Beaufort County,12.3
4,North Carolina,Bertie County,12.1
4,North Carolina,Bladen County,11.2
4,North Carolina,Brunswick County,10.7
4,North Carolina,Buncombe County,9.8
4,North Carolina,Burke County,10.3
4,North Carolina,Cabarrus County,10.4
4,North Carolina,Caldwell County,10.5
4,North Carolina,Camden County,11.2
4,North Carolina,Carteret County,9.2
4,North Carolina,Caswell County,10.7
4,North Carolina,Catawba County,10.1
4,North Carolina,Chatham County,9.9
4,North Carolina,Cherokee County,11.1
4,North Carolina,Chowan County,12.5
4,North Carolina,Clay County,10.1
4,North Carolina,Cleveland County,10.6
4,North Carolina,Columbus County,11.6
4,North Carolina,Craven County,10.9
4,North Carolina,Cumberland County,11.4
4,North Carolina,Currituck County,11.3
4,North Carolina,Dare County,9
4,North Carolina,Davidson County,11.8
4,North Carolina,Davie County,11.6
4,North Carolina,Duplin County,10
4,North Carolina,Durham County,9.3
4,North Carolina,Edgecombe County,12.7
4,North Carolina,Forsyth County,12.1
4,North Carolina,Franklin County,10
4,North Carolina,Gaston County,10.1
4,North Carolina,Gates County,11.7
4,North Carolina,Graham County,11.1
4,North Carolina,Granville County,9.7
4,North Carolina,Greene County,12.1
4,North Carolina,Guilford County,11
4,North Carolina,Halifax County,13.1
4,North Carolina,Harnett County,10.2
4,North Carolina,Haywood County,10.1
4,North Carolina,Henderson County,10.1
4,North Carolina,Hertford County,12.3
4,North Carolina,Hoke County,10.5
4,North Carolina,Hyde County,10.8
4,North Carolina,Iredell County,10.5
4,North Carolina,Jackson County,11.2
4,North Carolina,Johnston County,9.4
4,North Carolina,Jones County,9.7
4,North Carolina,Lee County,11.1
4,North Carolina,Lenoir County,11.7
4,North Carolina,Lincoln County,10.3
4,North Carolina,McDowell County,11.7
4,North Carolina,Macon County,11.4
4,North Carolina,Madison County,10.2
4,North Carolina,Martin County,13.2
4,North Carolina,Mecklenburg County,10.4
4,North Carolina,Mitchell County,12.2
4,North Carolina,Montgomery County,11.2
4,North Carolina,Moore County,10.1
4,North Carolina,Nash County,10
4,North Carolina,New Hanover County,11.2
4,North Carolina,Northampton County,11.3
4,North Carolina,Onslow County,9.3
4,North Carolina,Orange County,9
4,North Carolina,Pamlico County,10.9
4,North Carolina,Pasquotank County,10.7
4,North Carolina,Pender County,10.5
4,North Carolina,Perquimans County,8.4
4,North Carolina,Person County,10.5
4,North Carolina,Pitt County,12.7
4,North Carolina,Polk County,10.5
4,North Carolina,Randolph County,10.9
4,North Carolina,Richmond County,13.2
4,North Carolina,Robeson County,11.3
4,North Carolina,Rockingham County,11.3
4,North Carolina,Rowan County,11.1
4,North Carolina,Rutherford County,9.9
4,North Carolina,Sampson County,10.4
4,North Carolina,Scotland County,11.7
4,North Carolina,Stanly County,11.5
4,North Carolina,Stokes County,11.1
4,North Carolina,Surry County,11.1
4,North Carolina,Swain County,10.6
4,North Carolina,Transylvania County,10.6
4,North Carolina,Tyrrell County,9.8
4,North Carolina,Union County,9.6
4,North Carolina,Vance County,11.9
4,North Carolina,Wake County,8.7
4,North Carolina,Warren County,11.9
4,North Carolina,Washington County,12.2
4,North Carolina,Watauga County,11.6
4,North Carolina,Wayne County,10.4
4,North Carolina,Wilkes County,10.8
4,North Carolina,Wilson County,11.2
4,North Carolina,Yadkin County,11.6
4,North Carolina,Yancey County,10.4
8,North Dakota,Adams County,11.9
8,North Dakota,Barnes County,8.7
8,North Dakota,Benson County,11.6
8,North Dakota,Billings County,9.1
8,North Dakota,Bottineau County,9.8
8,North Dakota,Bowman County,9.9
8,North Dakota,Burke County,8.5
8,North Dakota,Burleigh County,9.4
8,North Dakota,Cass County,8.9
8,North Dakota,Cavalier County,12.6
8,North Dakota,Dickey County,6.2
8,North Dakota,Divide County,7.4
8,North Dakota,Dunn County,9.4
8,North Dakota,Eddy County,8.9
8,North Dakota,Emmons County,10.2
8,North Dakota,Foster County,7.8
8,North Dakota,Golden Valley County,9.1
8,North Dakota,Grand Forks County,10.4
8,North Dakota,Grant County,11.8
8,North Dakota,Griggs County,7.1
8,North Dakota,Hettinger County,10.3
8,North Dakota,Kidder County,9.3
8,North Dakota,LaMoure County,6.9
8,North Dakota,Logan County,7.7
8,North Dakota,McHenry County,8.8
8,North Dakota,McIntosh County,6.8
8,North Dakota,McKenzie County,9.1
8,North Dakota,McLean County,9.2
8,North Dakota,Mercer County,9.1
8,North Dakota,Morton County,9.1
8,North Dakota,Mountrail County,8.8
8,North Dakota,Nelson County,10.6
8,North Dakota,Oliver County,9.4
8,North Dakota,Pembina County,8.8
8,North Dakota,Pierce County,10.7
8,North Dakota,Ramsey County,12.7
8,North Dakota,Ransom County,8.7
8,North Dakota,Renville County,8.6
8,North Dakota,Richland County,8.8
8,North Dakota,Rolette County,10.6
8,North Dakota,Sargent County,6.9
8,North Dakota,Sheridan County,9.4
8,North Dakota,Sioux County,16.3
8,North Dakota,Slope County,9.4
8,North Dakota,Stark County,9.4
8,North Dakota,Steele County,9.3
8,North Dakota,Stutsman County,7.7
8,North Dakota,Towner County,12.2
8,North Dakota,Traill County,9.3
8,North Dakota,Walsh County,12
8,North Dakota,Ward County,8.9
8,North Dakota,Wells County,9.7
8,North Dakota,Williams County,8
5,Ohio,Adams County,10.7
5,Ohio,Allen County,10.8
5,Ohio,Ashland County,8
5,Ohio,Ashtabula County,10
5,Ohio,Athens County,11.2
5,Ohio,Auglaize County,10.3
5,Ohio,Belmont County,10.2
5,Ohio,Brown County,9.6
5,Ohio,Butler County,10
5,Ohio,Carroll County,9.7
5,Ohio,Champaign County,10.7
5,Ohio,Clark County,11.5
5,Ohio,Clermont County,9.8
5,Ohio,Clinton County,9.5
5,Ohio,Columbiana County,10
5,Ohio,Coshocton County,9.1
5,Ohio,Crawford County,10
5,Ohio,Cuyahoga County,11.9
5,Ohio,Darke County,9.2
5,Ohio,Defiance County,9.5
5,Ohio,Delaware County,9.5
5,Ohio,Erie County,9.8
5,Ohio,Fairfield County,10.5
5,Ohio,Fayette County,9.5
5,Ohio,Franklin County,10.7
5,Ohio,Fulton County,8.6
5,Ohio,Gallia County,11.2
5,Ohio,Geauga County,9
5,Ohio,Greene County,9.5
5,Ohio,Guernsey County,9.6
5,Ohio,Hamilton County,10.8
5,Ohio,Hancock County,10.6
5,Ohio,Hardin County,10.4
5,Ohio,Harrison County,9.8
5,Ohio,Henry County,10.5
5,Ohio,Highland County,9.9
5,Ohio,Hocking County,10.2
5,Ohio,Holmes County,5.7
5,Ohio,Huron County,10
5,Ohio,Jackson County,10.5
5,Ohio,Jefferson County,10.3
5,Ohio,Knox County,9.7
5,Ohio,Lake County,9.1
5,Ohio,Lawrence County,13.4
5,Ohio,Licking County,10.8
5,Ohio,Logan County,9.6
5,Ohio,Lorain County,10.4
5,Ohio,Lucas County,11.3
5,Ohio,Madison County,10.2
5,Ohio,Mahoning County,12.9
5,Ohio,Marion County,10
5,Ohio,Medina County,8.1
5,Ohio,Meigs County,12.5
5,Ohio,Mercer County,9.3
5,Ohio,Miami County,9.4
5,Ohio,Monroe County,10.6
5,Ohio,Montgomery County,11.1
5,Ohio,Morgan County,10.2
5,Ohio,Morrow County,9.2
5,Ohio,Muskingum County,10.3
5,Ohio,Noble County,10.1
5,Ohio,Ottawa County,10.6
5,Ohio,Paulding County,9.6
5,Ohio,Perry County,10.3
5,Ohio,Pickaway County,10.5
5,Ohio,Pike County,10.5
5,Ohio,Portage County,9.1
5,Ohio,Preble County,10.6
5,Ohio,Putnam County,10.3
5,Ohio,Richland County,9.5
5,Ohio,Ross County,10
5,Ohio,Sandusky County,9.6
5,Ohio,Scioto County,11.8
5,Ohio,Seneca County,10.4
5,Ohio,Shelby County,9.6
5,Ohio,Stark County,9.7
5,Ohio,Summit County,9.9
5,Ohio,Trumbull County,10.5
5,Ohio,Tuscarawas County,9
5,Ohio,Union County,9.9
5,Ohio,Van Wert County,9.8
5,Ohio,Vinton County,10.4
5,Ohio,Warren County,9.8
5,Ohio,Washington County,11.2
5,Ohio,Wayne County,8
5,Ohio,Williams County,8.5
5,Ohio,Wood County,10
5,Ohio,Wyandot County,10.7
6,Oklahoma,Adair County,10.8
6,Oklahoma,Alfalfa County,9
6,Oklahoma,Atoka County,11.8
6,Oklahoma,Beaver County,8.3
6,Oklahoma,Beckham County,10.8
6,Oklahoma,Blaine County,10.4
6,Oklahoma,Bryan County,10.7
6,Oklahoma,Caddo County,11.7
6,Oklahoma,Canadian County,10.9
6,Oklahoma,Carter County,11.5
6,Oklahoma,Cherokee County,11.6
6,Oklahoma,Choctaw County,11.7
6,Oklahoma,Cimarron County,8.4
6,Oklahoma,Cleveland County,11.3
6,Oklahoma,Coal County,11.4
6,Oklahoma,Comanche County,10.3
6,Oklahoma,Cotton County,10.5
6,Oklahoma,Craig County,11.5
6,Oklahoma,Creek County,11.9
6,Oklahoma,Custer County,11.1
6,Oklahoma,Delaware County,10.9
6,Oklahoma,Dewey County,10
6,Oklahoma,Ellis County,9.7
6,Oklahoma,Garfield County,9.7
6,Oklahoma,Garvin County,11.5
6,Oklahoma,Grady County,12.6
6,Oklahoma,Grant County,9.7
6,Oklahoma,Greer County,11.1
6,Oklahoma,Harmon County,10.9
6,Oklahoma,Harper County,10
6,Oklahoma,Haskell County,10.4
6,Oklahoma,Hughes County,10.9
6,Oklahoma,Jackson County,10.7
6,Oklahoma,Jefferson County,11.3
6,Oklahoma,Johnston County,10.9
6,Oklahoma,Kay County,10.5
6,Oklahoma,Kingfisher County,11.5
6,Oklahoma,Kiowa County,10.8
6,Oklahoma,Latimer County,10.5
6,Oklahoma,Le Flore County,10.1
6,Oklahoma,Lincoln County,11.4
6,Oklahoma,Logan County,10.8
6,Oklahoma,Love County,9.6
6,Oklahoma,McClain County,11.5
6,Oklahoma,McCurtain County,10.6
6,Oklahoma,McIntosh County,10.9
6,Oklahoma,Major County,10.2
6,Oklahoma,Marshall County,10.2
6,Oklahoma,Mayes County,11.8
6,Oklahoma,Murray County,10.7
6,Oklahoma,Muskogee County,11.5
6,Oklahoma,Noble County,9.9
6,Oklahoma,Nowata County,10.8
6,Oklahoma,Okfuskee County,11
6,Oklahoma,Oklahoma County,11.9
6,Oklahoma,Okmulgee County,11.9
6,Oklahoma,Osage County,11.7
6,Oklahoma,Ottawa County,10.8
6,Oklahoma,Pawnee County,11.7
6,Oklahoma,Payne County,9.4
6,Oklahoma,Pittsburg County,12
6,Oklahoma,Pontotoc County,10.9
6,Oklahoma,Pottawatomie County,11.4
6,Oklahoma,Pushmataha County,11.3
6,Oklahoma,Roger Mills County,9.8
6,Oklahoma,Rogers County,11.8
6,Oklahoma,Seminole County,10.2
6,Oklahoma,Sequoyah County,11
6,Oklahoma,Stephens County,12.2
6,Oklahoma,Texas County,8.3
6,Oklahoma,Tillman County,10
6,Oklahoma,Tulsa County,11.8
6,Oklahoma,Wagoner County,11.9
6,Oklahoma,Washington County,11.7
6,Oklahoma,Washita County,11.6
6,Oklahoma,Woods County,10.6
6,Oklahoma,Woodward County,12.2
10,Oregon,Baker County,6.5
10,Oregon,Benton County,8
10,Oregon,Clackamas County,8
10,Oregon,Clatsop County,8.6
10,Oregon,Columbia County,8.2
10,Oregon,Coos County,7.8
10,Oregon,Crook County,8
10,Oregon,Curry County,8
10,Oregon,Deschutes County,7.6
10,Oregon,Douglas County,8.4
10,Oregon,Gilliam County,9.3
10,Oregon,Grant County,8
10,Oregon,Harney County,9
10,Oregon,Hood River County,8
10,Oregon,Jackson County,8.9
10,Oregon,Jefferson County,8.8
10,Oregon,Josephine County,8.8
10,Oregon,Klamath County,9
10,Oregon,Lake County,9.1
10,Oregon,Lane County,8.1
10,Oregon,Lincoln County,8.1
10,Oregon,Linn County,8.3
10,Oregon,Malheur County,9.1
10,Oregon,Marion County,8.7
10,Oregon,Morrow County,8.5
10,Oregon,Multnomah County,8.3
10,Oregon,Polk County,8.7
10,Oregon,Sherman County,8.7
10,Oregon,Tillamook County,7.7
10,Oregon,Umatilla County,8.4
10,Oregon,Union County,9.2
10,Oregon,Wallowa County,7.5
10,Oregon,Wasco County,8.3
10,Oregon,Washington County,7.5
10,Oregon,Wheeler County,8.3
10,Oregon,Yamhill County,8.2
3,Pennsylvania,Adams County,9.2
3,Pennsylvania,Allegheny County,9.8
3,Pennsylvania,Armstrong County,9.4
3,Pennsylvania,Beaver County,9.1
3,Pennsylvania,Bedford County,8.9
3,Pennsylvania,Berks County,10
3,Pennsylvania,Blair County,8.3
3,Pennsylvania,Bradford County,9.1
3,Pennsylvania,Bucks County,9.2
3,Pennsylvania,Butler County,8.8
3,Pennsylvania,Cambria County,10.9
3,Pennsylvania,Cameron County,9.8
3,Pennsylvania,Carbon County,10.1
3,Pennsylvania,Centre County,7.8
3,Pennsylvania,Chester County,8
3,Pennsylvania,Clarion County,8.7
3,Pennsylvania,Clearfield County,9.3
3,Pennsylvania,Clinton County,9
3,Pennsylvania,Columbia County,10.3
3,Pennsylvania,Crawford County,10
3,Pennsylvania,Cumberland County,8.8
3,Pennsylvania,Dauphin County,10.3
3,Pennsylvania,Delaware County,9.2
3,Pennsylvania,Elk County,9.6
3,Pennsylvania,Erie County,10
3,Pennsylvania,Fayette County,10.2
3,Pennsylvania,Forest County,9
3,Pennsylvania,Franklin County,9.8
3,Pennsylvania,Fulton County,10
3,Pennsylvania,Greene County,10.4
3,Pennsylvania,Huntingdon County,8.5
3,Pennsylvania,Indiana County,8.3
3,Pennsylvania,Jefferson County,8.8
3,Pennsylvania,Juniata County,8.8
3,Pennsylvania,Lackawanna County,11.3
3,Pennsylvania,Lancaster County,8.9
3,Pennsylvania,Lawrence County,10.6
3,Pennsylvania,Lebanon County,9.7
3,Pennsylvania,Lehigh County,9.9
3,Pennsylvania,Luzerne County,10.5
3,Pennsylvania,Lycoming County,10.3
3,Pennsylvania,McKean County,10.2
3,Pennsylvania,Mercer County,9.8
3,Pennsylvania,Mifflin County,7.8
3,Pennsylvania,Monroe County,10.3
3,Pennsylvania,Montgomery County,8.4
3,Pennsylvania,Montour County,10.3
3,Pennsylvania,Northampton County,9.7
3,Pennsylvania,Northumberland County,9.1
3,Pennsylvania,Perry County,9.5
3,Pennsylvania,Philadelphia County,10.8
3,Pennsylvania,Pike County,9.2
3,Pennsylvania,Potter County,10.2
3,Pennsylvania,Schuylkill County,10.5
3,Pennsylvania,Snyder County,7.7
3,Pennsylvania,Somerset County,9.6
3,Pennsylvania,Sullivan County,10.2
3,Pennsylvania,Susquehanna County,10
3,Pennsylvania,Tioga County,8.8
3,Pennsylvania,Union County,7.8
3,Pennsylvania,Venango County,8.6
3,Pennsylvania,Warren County,9.7
3,Pennsylvania,Washington County,9.4
3,Pennsylvania,Wayne County,9.9
3,Pennsylvania,Westmoreland County,9.2
3,Pennsylvania,Wyoming County,10.4
3,Pennsylvania,York County,10
1,Rhode Island,Bristol County,7.3
1,Rhode Island,Kent County,8.2
1,Rhode Island,Newport County,7.3
1,Rhode Island,Providence County,9.4
1,Rhode Island,Washington County,8.1
4,South Carolina,Abbeville County,11.1
4,South Carolina,Aiken County,11
4,South Carolina,Allendale County,14
4,South Carolina,Anderson County,11.4
4,South Carolina,Bamberg County,13.4
4,South Carolina,Barnwell County,12.9
4,South Carolina,Beaufort County,10.1
4,South Carolina,Berkeley County,11.4
4,South Carolina,Calhoun County,11.8
4,South Carolina,Charleston County,11.2
4,South Carolina,Cherokee County,11.7
4,South Carolina,Chester County,11.3
4,South Carolina,Chesterfield County,11.7
4,South Carolina,Clarendon County,11.8
4,South Carolina,Colleton County,12
4,South Carolina,Darlington County,12.1
4,South Carolina,Dillon County,12
4,South Carolina,Dorchester County,10.3
4,South Carolina,Edgefield County,11.3
4,South Carolina,Fairfield County,12.4
4,South Carolina,Florence County,12.4
4,South Carolina,Georgetown County,11.8
4,South Carolina,Greenville County,10.7
4,South Carolina,Greenwood County,13.4
4,South Carolina,Hampton County,11.5
4,South Carolina,Horry County,11.8
4,South Carolina,Jasper County,11.1
4,South Carolina,Kershaw County,11.5
4,South Carolina,Lancaster County,10.6
4,South Carolina,Laurens County,11.8
4,South Carolina,Lee County,11.9
4,South Carolina,Lexington County,10.7
4,South Carolina,McCormick County,11.8
4,South Carolina,Marion County,12.7
4,South Carolina,Marlboro County,11.9
4,South Carolina,Newberry County,12.4
4,South Carolina,Oconee County,11.1
4,South Carolina,Orangeburg County,12.2
4,South Carolina,Pickens County,10.5
4,South Carolina,Richland County,12
4,South Carolina,Saluda County,11.1
4,South Carolina,Spartanburg County,11
4,South Carolina,Sumter County,11.8
4,South Carolina,Union County,11.8
4,South Carolina,Williamsburg County,12.6
4,South Carolina,York County,9.9
8,South Dakota,Aurora County,9.5
8,South Dakota,Beadle County,11.3
8,South Dakota,Bennett County,11.1
8,South Dakota,Bon Homme County,9.1
8,South Dakota,Brookings County,6.9
8,South Dakota,Brown County,6.2
8,South Dakota,Brule County,8.4
8,South Dakota,Buffalo County,12.4
8,South Dakota,Butte County,11.1
8,South Dakota,Campbell County,11
8,South Dakota,Charles Mix County,8.8
8,South Dakota,Clark County,9.9
8,South Dakota,Clay County,8.8
8,South Dakota,Codington County,9.1
8,South Dakota,Corson County,14.8
8,South Dakota,Custer County,10.5
8,South Dakota,Davison County,10.9
8,South Dakota,Day County,7.8
8,South Dakota,Deuel County,7.5
8,South Dakota,Dewey County,15.1
8,South Dakota,Douglas County,8.6
8,South Dakota,Edmunds County,5.7
8,South Dakota,Fall River County,10.2
8,South Dakota,Faulk County,6
8,South Dakota,Grant County,9.1
8,South Dakota,Gregory County,11.4
8,South Dakota,Haakon County,10.4
8,South Dakota,Hamlin County,8.1
8,South Dakota,Hand County,9.1
8,South Dakota,Hanson County,7
8,South Dakota,Harding County,9.3
8,South Dakota,Hughes County,9.1
8,South Dakota,Hutchinson County,7.7
8,South Dakota,Hyde County,9
8,South Dakota,Jackson County,11.1
8,South Dakota,Jerauld County,9.1
8,South Dakota,Jones County,10.5
8,South Dakota,Kingsbury County,8.6
8,South Dakota,Lake County,8.6
8,South Dakota,Lawrence County,10.1
8,South Dakota,Lincoln County,9
8,South Dakota,Lyman County,10.2
8,South Dakota,McCook County,8.7
8,South Dakota,McPherson County,6.5
8,South Dakota,Marshall County,7
8,South Dakota,Meade County,10.6
8,South Dakota,Mellette County,12.5
8,South Dakota,Miner County,7.8
