FIPS,COUNTY,STATE,STABRV,PROVIDERS,PRESCRIBERS,TOTPOP,FEMPOP,RPRAFEM,FERTRATE,BIRTHS_EST,RATIO,REQPROV,COVERAGE,GAP
42097,Northumberland County,Pennsylvania,PA,0,0,91853,45256,14735,57.11,842,0.00,4,0.00,4
42099,Perry County,Pennsylvania,PA,3,0,45879,22521,7515,57.11,429,0.00,2,1.50,-1
42101,Philadelphia County,Pennsylvania,PA,18,5,1576251,837246,364237,52.98,19297,0.00,96,0.19,78
42103,Pike County,Pennsylvania,PA,0,0,58345,28562,8665,57.11,495,0.00,2,0.00,2
42105,Potter County,Pennsylvania,PA,0,0,16478,8233,2443,57.11,140,0.00,1,0.00,1
42107,Schuylkill County,Pennsylvania,PA,0,0,143264,69382,22617,53.1,1201,0.00,6,0.00,6
42109,Snyder County,Pennsylvania,PA,0,0,39877,19956,7439,57.11,425,0.00,2,0.00,2
42111,Somerset County,Pennsylvania,PA,1,0,74331,35315,10994,57.11,628,0.00,3,0.33,2
42113,Sullivan County,Pennsylvania,PA,1,0,5935,2805,760,57.11,43,0.00,0,0,-1
42115,Susquehanna County,Pennsylvania,PA,0,0,38892,19298,5698,57.11,325,0.00,2,0.00,2
42117,Tioga County,Pennsylvania,PA,0,0,41089,20503,6898,57.11,394,0.00,2,0.00,2
42119,Union County,Pennsylvania,PA,0,0,43094,19236,7253,57.11,414,0.00,2,0.00,2
42121,Venango County,Pennsylvania,PA,0,0,50810,25545,7793,57.11,445,0.00,2,0.00,2
42123,Warren County,Pennsylvania,PA,0,0,38791,19226,5820,57.11,332,0.00,2,0.00,2
42125,Washington County,Pennsylvania,PA,2,0,209470,105777,35765,54.66,1955,0.00,10,0.20,8
42127,Wayne County,Pennsylvania,PA,3,1,51244,23768,7123,57.11,407,0.00,2,1.50,-1
42129,Westmoreland County,Pennsylvania,PA,3,0,353057,180121,56481,50.62,2859,0.00,14,0.21,11
42131,Wyoming County,Pennsylvania,PA,1,0,26389,13034,4286,57.11,245,0.00,1,1.00,0
42133,York County,Pennsylvania,PA,4,1,458696,228657,83279,58.44,4867,0.00,24,0.17,20
44001,Bristol County,Rhode Island,RI,2,0,50672,26098,9201,42.95,395,0.00,2,1.00,0
44003,Kent County,Rhode Island,RI,5,1,170715,86820,30857,49.32,1522,0.00,8,0.63,3
44005,Newport County,Rhode Island,RI,0,0,85525,43166,14566,42.95,626,0.00,3,0.00,3
44007,Providence County,Rhode Island,RI,10,3,658221,334877,137232,51.26,7035,0.00,35,0.29,25
44009,Washington County,Rhode Island,RI,0,0,130592,66705,24513,35.9,880,0.00,4,0.00,4
45001,Abbeville County,South Carolina,SC,0,0,24374,12614,4149,59.52,247,0.00,1,0.00,1
45003,Aiken County,South Carolina,SC,1,0,170776,86756,31440,61.48,1933,0.00,10,0.10,9
45005,Allendale County,South Carolina,SC,0,0,8304,3813,1151,59.52,69,0.00,0,0,0
45007,Anderson County,South Carolina,SC,0,1,206908,104320,38869,59.1,2297,0.00,11,0.00,11
45009,Bamberg County,South Carolina,SC,0,0,13525,7019,2320,59.52,138,0.00,1,0.00,1
45011,Barnwell County,South Carolina,SC,0,0,20801,10664,3731,59.52,222,0.00,1,0.00,1
45013,Beaufort County,South Carolina,SC,1,0,191748,94434,29775,63.04,1877,0.00,9,0.11,8
45015,Berkeley County,South Carolina,SC,3,0,236701,112721,47256,60.82,2874,0.00,14,0.21,11
45017,Calhoun County,South Carolina,SC,0,0,14198,7197,2267,59.52,135,0.00,1,0.00,1
45019,Charleston County,South Carolina,SC,5,2,413024,208169,86998,57.86,5034,0.00,25,0.20,20
45021,Cherokee County,South Carolina,SC,0,0,56204,28859,10803,59.52,643,0.00,3,0.00,3
45023,Chester County,South Carolina,SC,0,0,32273,16546,5727,59.52,341,0.00,2,0.00,2
45025,Chesterfield County,South Carolina,SC,0,0,43655,22323,7604,59.52,453,0.00,2,0.00,2
45027,Clarendon County,South Carolina,SC,0,0,31613,15997,4971,59.52,296,0.00,1,0.00,1
45029,Colleton County,South Carolina,SC,1,0,38520,20072,6666,59.52,397,0.00,2,0.50,1
45031,Darlington County,South Carolina,SC,0,0,63433,33268,11878,59.52,707,0.00,4,0.00,4
45033,Dillon County,South Carolina,SC,0,0,28527,14981,5440,59.52,324,0.00,2,0.00,2
45035,Dorchester County,South Carolina,SC,2,0,163327,81786,32807,59.35,1947,0.00,10,0.20,8
45037,Edgefield County,South Carolina,SC,0,0,25938,11985,4004,59.52,238,0.00,1,0.00,1
45039,Fairfield County,South Carolina,SC,2,0,21186,11022,3499,59.52,208,0.00,1,2.00,-1
45041,Florence County,South Carolina,SC,0,0,136504,72691,26973,59.8,1613,0.00,8,0.00,8
45043,Georgetown County,South Carolina,SC,1,0,62992,32919,9452,59.52,563,0.00,3,0.33,2
45045,Greenville County,South Carolina,SC,5,1,533834,266041,106904,61.93,6621,0.00,33,0.15,28
45047,Greenwood County,South Carolina,SC,0,0,69338,36816,13727,59.52,817,0.00,4,0.00,4
45049,Hampton County,South Carolina,SC,0,0,19227,9335,3156,59.52,188,0.00,1,0.00,1
45051,Horry County,South Carolina,SC,1,0,365579,177746,58916,55.06,3244,0.00,16,0.06,15
45053,Jasper County,South Carolina,SC,0,0,28363,14201,4635,59.52,276,0.00,1,0.00,1
45055,Kershaw County,South Carolina,SC,1,0,64989,33149,11534,59.52,687,0.00,3,0.33,2
45057,Lancaster County,South Carolina,SC,2,0,94653,48475,16481,59.52,981,0.00,5,0.40,3
45059,Laurens County,South Carolina,SC,1,0,67148,34217,12289,59.52,731,0.00,4,0.25,3
45061,Lee County,South Carolina,SC,0,0,16730,8101,2688,59.52,160,0.00,1,0.00,1
45063,Lexington County,South Carolina,SC,2,0,300137,148961,57823,58.61,3389,0.00,17,0.12,15
45065,McCormick County,South Carolina,SC,0,0,9584,4319,951,59.52,57,0.00,0,0,0
45067,Marion County,South Carolina,SC,0,0,29585,16067,5467,59.52,325,0.00,2,0.00,2
45069,Marlboro County,South Carolina,SC,0,0,26912,12711,4284,59.52,255,0.00,1,0.00,1
45071,Newberry County,South Carolina,SC,0,0,37842,19341,6505,59.52,387,0.00,2,0.00,2
45073,Oconee County,South Carolina,SC,0,0,77932,39451,12319,59.52,733,0.00,4,0.00,4
45075,Orangeburg County,South Carolina,SC,0,0,84909,45125,16195,59.52,964,0.00,5,0.00,5
45077,Pickens County,South Carolina,SC,0,1,132229,64638,27904,41.82,1167,0.00,6,0.00,6
45079,Richland County,South Carolina,SC,2,0,418307,214101,96803,47.5,4598,0.00,23,0.09,21
45081,Saluda County,South Carolina,SC,0,0,19008,9276,3189,59.52,190,0.00,1,0.00,1
45083,Spartanburg County,South Carolina,SC,3,0,335864,165266,66329,58.48,3879,0.00,19,0.16,16
45085,Sumter County,South Carolina,SC,0,0,104758,54108,20514,65.47,1343,0.00,7,0.00,7
45087,Union County,South Carolina,SC,1,0,27306,14369,4756,59.52,283,0.00,1,1.00,0
45089,Williamsburg County,South Carolina,SC,1,0,31279,16399,5294,59.52,315,0.00,2,0.50,1
45091,York County,South Carolina,SC,2,0,288595,142475,57691,53.08,3062,0.00,15,0.13,13
46003,Aurora County,South Dakota,SD,0,0,2649,1224,385,65.98,25,0.00,0,0,0
46005,Beadle County,South Dakota,SD,0,0,18959,9391,3041,65.98,201,0.00,1,0.00,1
46007,Bennett County,South Dakota,SD,0,0,3411,1769,662,65.98,44,0.00,0,0,0
46009,Bon Homme County,South Dakota,SD,0,0,7020,2806,789,65.98,52,0.00,0,0,0
46011,Brookings County,South Dakota,SD,1,0,34315,16792,8474,65.98,559,0.00,3,0.33,2
46013,Brown County,South Dakota,SD,0,0,38471,19420,7183,65.98,474,0.00,2,0.00,2
46015,Brule County,South Dakota,SD,0,0,5247,2588,897,65.98,59,0.00,0,0,0
46017,Buffalo County,South Dakota,SD,0,0,1974,948,412,65.98,27,0.00,0,0,0
46019,Butte County,South Dakota,SD,1,0,10167,5100,1677,65.98,111,0.00,1,1.00,0
46021,Campbell County,South Dakota,SD,0,0,1548,720,227,65.98,15,0.00,0,0,0
46023,Charles Mix County,South Dakota,SD,0,0,9346,4662,1574,65.98,104,0.00,1,0.00,1
46025,Clark County,South Dakota,SD,0,0,3791,1870,535,65.98,35,0.00,0,0,0
46027,Clay County,South Dakota,SD,0,0,14816,7513,4180,65.98,276,0.00,1,0.00,1
46029,Codington County,South Dakota,SD,0,0,28289,14017,4997,65.98,330,0.00,2,0.00,2
46031,Corson County,South Dakota,SD,0,0,3965,1993,721,65.98,48,0.00,0,0,0
46033,Custer County,South Dakota,SD,0,0,8360,4196,987,65.98,65,0.00,0,0,0
46035,Davison County,South Dakota,SD,0,0,19944,10083,3548,65.98,234,0.00,1,0.00,1
46037,Day County,South Dakota,SD,0,0,5487,2687,800,65.98,53,0.00,0,0,0
46039,Deuel County,South Dakota,SD,0,0,4283,2065,664,65.98,44,0.00,0,0,0
46041,Dewey County,South Dakota,SD,0,0,5343,2649,1026,65.98,68,0.00,0,0,0
46043,Douglas County,South Dakota,SD,0,0,2838,1434,409,65.98,27,0.00,0,0,0
46045,Edmunds County,South Dakota,SD,0,0,4005,1901,668,65.98,44,0.00,0,0,0
46047,Fall River County,South Dakota,SD,0,0,6979,3332,820,65.98,54,0.00,0,0,0
46049,Faulk County,South Dakota,SD,0,0,2157,1154,239,65.98,16,0.00,0,0,0
46051,Grant County,South Dakota,SD,0,0,7550,3565,1141,65.98,75,0.00,0,0,0
46053,Gregory County,South Dakota,SD,0,0,4004,1909,546,65.98,36,0.00,0,0,0
46055,Haakon County,South Dakota,SD,0,0,1868,1044,286,65.98,19,0.00,0,0,0
46057,Hamlin County,South Dakota,SD,0,0,6127,2957,1048,65.98,69,0.00,0,0,0
46059,Hand County,South Dakota,SD,0,0,3061,1485,440,65.98,29,0.00,0,0,0
46061,Hanson County,South Dakota,SD,0,0,3429,1698,595,65.98,39,0.00,0,0,0
46063,Harding County,South Dakota,SD,0,0,1179,531,177,65.98,12,0.00,0,0,0
46065,Hughes County,South Dakota,SD,0,0,17829,9038,3432,65.98,226,0.00,1,0.00,1
46067,Hutchinson County,South Dakota,SD,0,0,7412,3737,1116,65.98,74,0.00,0,0,0
46069,Hyde County,South Dakota,SD,0,0,1381,669,145,65.98,10,0.00,0,0,0
46071,Jackson County,South Dakota,SD,0,0,2868,1458,584,65.98,39,0.00,0,0,0
46073,Jerauld County,South Dakota,SD,0,0,1811,921,261,65.98,17,0.00,0,0,0
46075,Jones County,South Dakota,SD,0,0,916,508,107,65.98,7,0.00,0,0,0
46077,Kingsbury County,South Dakota,SD,0,0,5131,2514,759,65.98,50,0.00,0,0,0
46079,Lake County,South Dakota,SD,2,0,11358,5474,1739,65.98,115,0.00,1,2.00,-1
46081,Lawrence County,South Dakota,SD,1,0,25687,12951,4869,65.98,321,0.00,2,0.50,1
46083,Lincoln County,South Dakota,SD,2,0,63233,32002,13237,65.98,873,0.00,4,0.50,2
46085,Lyman County,South Dakota,SD,0,0,3746,1754,641,65.98,42,0.00,0,0,0
46087,McCook County,South Dakota,SD,1,0,5676,2745,901,65.98,59,0.00,0,0,-1
46089,McPherson County,South Dakota,SD,0,0,2245,1157,291,65.98,19,0.00,0,0,0
46091,Marshall County,South Dakota,SD,0,0,4373,2091,691,65.98,46,0.00,0,0,0
46093,Meade County,South Dakota,SD,1,0,29561,14206,5672,65.98,374,0.00,2,0.50,1
46095,Mellette County,South Dakota,SD,0,0,1916,974,331,65.98,22,0.00,0,0,0
46097,Miner County,South Dakota,SD,0,0,2293,1150,307,65.98,20,0.00,0,0,0
46099,Minnehaha County,South Dakota,SD,4,0,199685,96018,40078,71.59,2869,0.00,14,0.29,10
46101,Moody County,South Dakota,SD,1,0,6335,3093,960,65.98,63,0.00,0,0,-1
46102,Oglala Lakota County,South Dakota,SD,0,0,13835,7060,2882,65.98,190,0.00,1,0.00,1
46103,Pennington County,South Dakota,SD,0,0,111806,53498,19628,76.52,1502,0.00,8,0.00,8
46105,Perkins County,South Dakota,SD,0,0,2977,1467,414,65.98,27,0.00,0,0,0
46107,Potter County,South Dakota,SD,0,0,2613,1328,394,65.98,26,0.00,0,0,0
46109,Roberts County,South Dakota,SD,0,0,10254,5060,1639,65.98,108,0.00,1,0.00,1
46111,Sanborn County,South Dakota,SD,0,0,2371,1132,413,65.98,27,0.00,0,0,0
46115,Spink County,South Dakota,SD,0,0,6408,3107,969,65.98,64,0.00,0,0,0
46117,Stanley County,South Dakota,SD,0,0,2963,1223,442,65.98,29,0.00,0,0,0
46119,Sully County,South Dakota,SD,0,0,1279,550,152,65.98,10,0.00,0,0,0
46121,Todd County,South Dakota,SD,0,0,9434,4773,1958,65.98,129,0.00,1,0.00,1
46123,Tripp County,South Dakota,SD,0,0,5615,2776,846,65.98,56,0.00,0,0,0
46125,Turner County,South Dakota,SD,0,0,8621,4287,1399,65.98,92,0.00,0,0,0
46127,Union County,South Dakota,SD,0,0,16424,8047,2796,65.98,184,0.00,1,0.00,1
46129,Walworth County,South Dakota,SD,0,0,5355,2757,904,65.98,60,0.00,0,0,0
46135,Yankton County,South Dakota,SD,0,0,23213,11051,3705,65.98,244,0.00,1,0.00,1
46137,Ziebach County,South Dakota,SD,0,0,2479,1245,513,65.98,34,0.00,0,0,0
47001,Anderson County,Tennessee,TN,1,0,76683,39088,13277,61.91,822,0.00,4,0.25,3
47003,Bedford County,Tennessee,TN,0,0,49754,24778,8951,61.91,554,0.00,3,0.00,3
47005,Benton County,Tennessee,TN,0,0,15872,8132,2636,61.91,163,0.00,1,0.00,1
47007,Bledsoe County,Tennessee,TN,0,0,14863,5892,1890,61.91,117,0.00,1,0.00,1
47009,Blount County,Tennessee,TN,5,1,137605,68671,23883,54.56,1303,0.00,7,0.71,2
47011,Bradley County,Tennessee,TN,1,0,107845,55114,20881,61.91,1293,0.00,6,0.17,5
47013,Campbell County,Tennessee,TN,0,0,39388,19898,6667,61.91,413,0.00,2,0.00,2
47015,Cannon County,Tennessee,TN,0,0,14309,7180,2543,61.91,157,0.00,1,0.00,1
47017,Carroll County,Tennessee,TN,1,0,28370,14274,4823,61.91,299,0.00,1,1.00,0
47019,Carter County,Tennessee,TN,1,0,56314,28678,9483,61.91,587,0.00,3,0.33,2
47021,Cheatham County,Tennessee,TN,3,0,40878,20298,7565,61.91,468,0.00,2,1.50,-1
47023,Chester County,Tennessee,TN,0,0,17278,8935,3557,61.91,220,0.00,1,0.00,1
47025,Claiborne County,Tennessee,TN,0,1,31958,16154,5815,61.91,360,0.00,2,0.00,2
47027,Clay County,Tennessee,TN,0,0,7568,3921,1299,61.91,80,0.00,0,0,0
47029,Cocke County,Tennessee,TN,0,0,35896,18311,5972,61.91,370,0.00,2,0.00,2
47031,Coffee County,Tennessee,TN,0,0,57227,28984,10380,61.91,643,0.00,3,0.00,3
47033,Crockett County,Tennessee,TN,0,0,14012,7161,2514,61.91,156,0.00,1,0.00,1
47035,Cumberland County,Tennessee,TN,0,0,60568,30922,8454,61.91,523,0.00,3,0.00,3
47037,Davidson County,Tennessee,TN,12,6,703953,365984,170737,58.56,9998,0.00,50,0.24,38
47039,Decatur County,Tennessee,TN,0,0,11460,5861,1874,61.91,116,0.00,1,0.00,1
47041,DeKalb County,Tennessee,TN,0,0,19875,9698,3373,61.91,209,0.00,1,0.00,1
47043,Dickson County,Tennessee,TN,2,0,54000,27451,10186,61.91,631,0.00,3,0.67,1
47045,Dyer County,Tennessee,TN,0,0,36975,19137,6929,61.91,429,0.00,2,0.00,2
47047,Fayette County,Tennessee,TN,1,0,41584,20940,6690,61.91,414,0.00,2,0.50,1
47049,Fentress County,Tennessee,TN,0,0,18385,9147,2825,61.91,175,0.00,1,0.00,1
47051,Franklin County,Tennessee,TN,0,0,42528,21601,7878,61.91,488,0.00,2,0.00,2
47053,Gibson County,Tennessee,TN,0,0,50278,26062,9349,61.91,579,0.00,3,0.00,3
47055,Giles County,Tennessee,TN,0,0,30197,15321,5185,61.91,321,0.00,2,0.00,2
47057,Grainger County,Tennessee,TN,0,0,23377,11756,3811,61.91,236,0.00,1,0.00,1
47059,Greene County,Tennessee,TN,0,0,69926,35601,11933,61.91,739,0.00,4,0.00,4
47061,Grundy County,Tennessee,TN,0,0,13471,6795,2292,61.91,142,0.00,1,0.00,1
47063,Hamblen County,Tennessee,TN,0,0,64184,32525,11511,61.91,713,0.00,4,0.00,4
47065,Hamilton County,Tennessee,TN,2,0,369135,187240,73393,62.17,4563,0.00,23,0.09,21
47067,Hancock County,Tennessee,TN,0,0,6695,3355,1089,61.91,67,0.00,0,0,0
47069,Hardeman County,Tennessee,TN,0,0,25612,11396,3851,61.91,238,0.00,1,0.00,1
47071,Hardin County,Tennessee,TN,0,0,26722,13798,4451,61.91,276,0.00,1,0.00,1
47073,Hawkins County,Tennessee,TN,0,0,56803,28868,9550,61.91,591,0.00,3,0.00,3
47075,Haywood County,Tennessee,TN,0,0,17912,9388,3288,61.91,204,0.00,1,0.00,1
47077,Henderson County,Tennessee,TN,1,0,27800,14104,4908,61.91,304,0.00,2,0.50,1
47079,Henry County,Tennessee,TN,0,0,32298,16824,5077,61.91,314,0.00,2,0.00,2
47081,Hickman County,Tennessee,TN,0,0,24848,11785,4032,61.91,250,0.00,1,0.00,1
47083,Houston County,Tennessee,TN,0,0,8238,4106,1378,61.91,85,0.00,0,0,0
47085,Humphreys County,Tennessee,TN,0,0,18956,9561,3189,61.91,197,0.00,1,0.00,1
47087,Jackson County,Tennessee,TN,0,0,11626,5743,1819,61.91,113,0.00,1,0.00,1
47089,Jefferson County,Tennessee,TN,0,0,54358,27546,9481,61.91,587,0.00,3,0.00,3
47091,Johnson County,Tennessee,TN,1,0,17912,8228,2470,61.91,153,0.00,1,1.00,0
47093,Knox County,Tennessee,TN,4,4,486677,243009,102675,52.49,5389,0.00,27,0.15,23
47095,Lake County,Tennessee,TN,0,0,7187,2578,831,61.91,51,0.00,0,0,0
47097,Lauderdale County,Tennessee,TN,0,0,25406,12282,4443,61.91,275,0.00,1,0.00,1
47099,Lawrence County,Tennessee,TN,0,0,43967,22387,7902,61.91,489,0.00,2,0.00,2
47101,Lewis County,Tennessee,TN,0,0,12485,6396,2109,61.91,131,0.00,1,0.00,1
47103,Lincoln County,Tennessee,TN,0,0,35042,17687,5807,61.91,360,0.00,2,0.00,2
47105,Loudon County,Tennessee,TN,3,0,54349,27669,8100,61.91,501,0.00,3,1.00,0
47107,McMinn County,Tennessee,TN,0,0,53065,27185,9527,61.91,590,0.00,3,0.00,3
47109,McNairy County,Tennessee,TN,0,0,25916,13177,4424,61.91,274,0.00,1,0.00,1
47111,Macon County,Tennessee,TN,0,0,24954,12815,4697,61.91,291,0.00,1,0.00,1
47113,Madison County,Tennessee,TN,1,0,98373,51734,19825,61.91,1227,0.00,6,0.17,5
47115,Marion County,Tennessee,TN,0,0,28679,14495,4812,61.91,298,0.00,1,0.00,1
47117,Marshall County,Tennessee,TN,1,0,33909,17157,6481,61.91,401,0.00,2,0.50,1
47119,Maury County,Tennessee,TN,1,0,99011,50795,18871,61.91,1168,0.00,6,0.17,5
47121,Meigs County,Tennessee,TN,0,0,12622,6435,2029,61.91,126,0.00,1,0.00,1
47123,Monroe County,Tennessee,TN,1,0,46041,23195,7540,61.91,467,0.00,2,0.50,1
47125,Montgomery County,Tennessee,TN,4,0,227900,108171,52374,69.56,3643,0.00,18,0.22,14
47127,Moore County,Tennessee,TN,0,0,6481,3260,1010,61.91,63,0.00,0,0,0
47129,Morgan County,Tennessee,TN,0,0,21158,9546,3188,61.91,197,0.00,1,0.00,1
47131,Obion County,Tennessee,TN,0,0,30722,15836,5402,61.91,334,0.00,2,0.00,2
47133,Overton County,Tennessee,TN,0,0,22364,11217,3795,61.91,235,0.00,1,0.00,1
47135,Perry County,Tennessee,TN,0,0,8313,4178,1510,61.91,93,0.00,0,0,0
47137,Pickett County,Tennessee,TN,0,0,5021,2562,598,61.91,37,0.00,0,0,0
47139,Polk County,Tennessee,TN,0,0,17502,8663,2801,61.91,173,0.00,1,0.00,1
47141,Putnam County,Tennessee,TN,0,0,78955,39843,15925,61.91,986,0.00,5,0.00,5
47143,Rhea County,Tennessee,TN,0,0,32723,16412,5723,61.91,354,0.00,2,0.00,2
47145,Roane County,Tennessee,TN,1,0,53313,27240,8602,61.91,533,0.00,3,0.33,2
47147,Robertson County,Tennessee,TN,1,0,72309,36366,13552,61.91,839,0.00,4,0.25,3
47149,Rutherford County,Tennessee,TN,0,0,352182,170075,79963,53.5,4278,0.00,21,0.00,21
47151,Scott County,Tennessee,TN,0,0,21855,10914,3973,61.91,246,0.00,1,0.00,1
47153,Sequatchie County,Tennessee,TN,0,0,15727,7670,2473,61.91,153,0.00,1,0.00,1
47155,Sevier County,Tennessee,TN,0,0,98088,49823,16989,61.91,1052,0.00,5,0.00,5
47157,Shelby County,Tennessee,TN,10,0,924454,486389,194320,64.01,12438,0.00,62,0.16,52
47159,Smith County,Tennessee,TN,0,0,19820,9869,3493,61.91,216,0.00,1,0.00,1
47161,Stewart County,Tennessee,TN,0,0,13569,6870,2222,61.91,138,0.00,1,0.00,1
47163,Sullivan County,Tennessee,TN,3,0,159265,80611,27189,54.76,1489,0.00,7,0.43,4
47165,Sumner County,Tennessee,TN,2,0,200557,98294,38206,58.11,2220,0.00,11,0.18,9
47167,Tipton County,Tennessee,TN,1,0,60868,30837,11642,61.91,721,0.00,4,0.25,3
47169,Trousdale County,Tennessee,TN,0,0,11463,4345,1629,61.91,101,0.00,1,0.00,1
47171,Unicoi County,Tennessee,TN,2,0,17891,8777,2769,61.91,171,0.00,1,2.00,-1
47173,Union County,Tennessee,TN,0,0,19597,9925,3397,61.91,210,0.00,1,0.00,1
47175,Van Buren County,Tennessee,TN,0,0,6083,2989,900,61.91,56,0.00,0,0,0
47177,Warren County,Tennessee,TN,0,0,40801,20333,7218,61.91,447,0.00,2,0.00,2
47179,Washington County,Tennessee,TN,3,0,134236,67143,26668,47.06,1255,0.00,6,0.50,3
47181,Wayne County,Tennessee,TN,0,0,16350,7281,2377,61.91,147,0.00,1,0.00,1
47183,Weakley County,Tennessee,TN,0,0,32948,16642,6757,61.91,418,0.00,2,0.00,2
47185,White County,Tennessee,TN,0,0,27134,13943,4787,61.91,296,0.00,1,0.00,1
47187,Williamson County,Tennessee,TN,5,1,255735,122912,47900,49.5,2371,0.00,12,0.42,7
47189,Wilson County,Tennessee,TN,1,0,151917,73254,28620,59.78,1711,0.00,9,0.11,8
48001,Anderson County,Texas,TX,0,0,58133,22125,7817,66.1,517,0.00,3,0.00,3
48003,Andrews County,Texas,TX,0,0,18184,9130,3632,66.1,240,0.00,1,0.00,1
48005,Angelina County,Texas,TX,0,0,86584,44034,16504,66.1,1091,0.00,5,0.00,5
48007,Aransas County,Texas,TX,0,0,24149,11682,3329,66.1,220,0.00,1,0.00,1
48009,Archer County,Texas,TX,0,0,8616,4273,1323,66.1,87,0.00,0,0,0
48011,Armstrong County,Texas,TX,0,0,1980,1065,317,66.1,21,0.00,0,0,0
48013,Atascosa County,Texas,TX,0,0,48684,24352,9421,66.1,623,0.00,3,0.00,3
48015,Austin County,Texas,TX,0,0,30132,14937,5065,66.1,335,0.00,2,0.00,2
48017,Bailey County,Texas,TX,0,0,6968,3502,1485,66.1,98,0.00,0,0,0
48019,Bandera County,Texas,TX,1,0,20839,10453,2753,66.1,182,0.00,1,1.00,0
48021,Bastrop County,Texas,TX,0,0,94887,46391,16783,66.1,1109,0.00,6,0.00,6
48023,Baylor County,Texas,TX,0,0,3491,1827,526,66.1,35,0.00,0,0,0
48025,Bee County,Texas,TX,0,0,31191,11958,4595,66.1,304,0.00,2,0.00,2
48027,Bell County,Texas,TX,0,0,379617,182550,82900,73.72,6111,0.00,31,0.00,31
48029,Bexar County,Texas,TX,13,0,2028236,1003222,439939,58.09,25556,0.00,128,0.10,115
48031,Blanco County,Texas,TX,1,1,11313,5679,1599,66.1,106,0.00,1,1.00,0
48033,Borden County,Texas,TX,0,0,550,309,82,66.1,5,0.00,0,0,0
48035,Bosque County,Texas,TX,0,0,18275,9263,2831,66.1,187,0.00,1,0.00,1
48037,Bowie County,Texas,TX,0,0,92957,45771,16976,66.1,1122,0.00,6,0.00,6
48039,Brazoria County,Texas,TX,6,1,379689,181645,76779,60.85,4672,0.00,23,0.26,17
48041,Brazos County,Texas,TX,0,0,237032,114400,63218,43.18,2730,0.00,14,0.00,14
48043,Brewster County,Texas,TX,0,0,9501,4906,1527,66.1,101,0.00,1,0.00,1
48045,Briscoe County,Texas,TX,0,0,1266,515,157,66.1,10,0.00,0,0,0
48047,Brooks County,Texas,TX,0,0,7100,3662,1154,66.1,76,0.00,0,0,0
48049,Brown County,Texas,TX,0,0,38085,19113,6948,66.1,459,0.00,2,0.00,2
48051,Burleson County,Texas,TX,0,0,17687,8892,2954,66.1,195,0.00,1,0.00,1
48053,Burnet County,Texas,TX,1,0,48424,24454,8124,66.1,537,0.00,3,0.33,2
48055,Caldwell County,Texas,TX,2,0,45286,22344,8911,66.1,589,0.00,3,0.67,1
48057,Calhoun County,Texas,TX,0,0,20367,9881,3603,66.1,238,0.00,1,0.00,1
48059,Callahan County,Texas,TX,0,0,13781,6912,2301,66.1,152,0.00,1,0.00,1
48061,Cameron County,Texas,TX,1,0,423029,214423,84611,67.82,5738,0.00,29,0.03,28
48063,Camp County,Texas,TX,0,0,12498,6466,2235,66.1,148,0.00,1,0.00,1
48065,Carson County,Texas,TX,0,0,5856,2957,1073,66.1,71,0.00,0,0,0
48067,Cass County,Texas,TX,0,0,28692,14919,4818,66.1,318,0.00,2,0.00,2
48069,Castro County,Texas,TX,0,0,7450,3698,1505,66.1,99,0.00,0,0,0
48071,Chambers County,Texas,TX,1,0,45257,22549,9182,66.1,607,0.00,3,0.33,2
48073,Cherokee County,Texas,TX,0,0,50564,24555,8841,66.1,584,0.00,3,0.00,3
48075,Childress County,Texas,TX,0,0,6784,2452,897,66.1,59,0.00,0,0,0
48077,Clay County,Texas,TX,0,0,10236,5097,1616,66.1,107,0.00,1,0.00,1
48079,Cochran County,Texas,TX,0,0,2553,1252,488,66.1,32,0.00,0,0,0
48081,Coke County,Texas,TX,0,0,3288,1735,512,66.1,34,0.00,0,0,0
48083,Coleman County,Texas,TX,0,0,7848,3872,1211,66.1,80,0.00,0,0,0
48085,Collin County,Texas,TX,10,3,1109462,524522,232803,52.37,12192,0.00,61,0.16,51
48087,Collingsworth County,Texas,TX,0,0,2948,1476,545,66.1,36,0.00,0,0,0
48089,Colorado County,Texas,TX,0,0,20559,10347,3120,66.1,206,0.00,1,0.00,1
48091,Comal County,Texas,TX,4,0,174986,78492,31312,56.43,1767,0.00,9,0.44,5
48093,Comanche County,Texas,TX,0,0,13540,6756,2100,66.1,139,0.00,1,0.00,1
48095,Concho County,Texas,TX,0,0,3181,1254,278,66.1,18,0.00,0,0,0
48097,Cooke County,Texas,TX,1,0,41215,20658,7108,66.1,470,0.00,2,0.50,1
48099,Coryell County,Texas,TX,0,0,81692,40748,19469,66.1,1287,0.00,6,0.00,6
48101,Cottle County,Texas,TX,0,0,1560,800,307,66.1,20,0.00,0,0,0
48103,Crane County,Texas,TX,0,0,4654,2174,920,66.1,61,0.00,0,0,0
48105,Crockett County,Texas,TX,0,0,2939,1478,483,66.1,32,0.00,0,0,0
48107,Crosby County,Texas,TX,0,0,5265,2553,954,66.1,63,0.00,0,0,0
48109,Culberson County,Texas,TX,0,0,2209,1007,284,66.1,19,0.00,0,0,0
48111,Dallam County,Texas,TX,0,0,7135,3377,1224,66.1,81,0.00,0,0,0
48113,Dallas County,Texas,TX,20,2,2586050,1314086,565205,62.89,35546,0.00,178,0.11,158
