REGION,STATE,COUNTY,NRPAWHSP,PCTRPAWHSP
9,Nevada,Lincoln County,91,12
9,Nevada,Lyon County,2153,22.3
9,Nevada,Mineral County,117,17.3
9,Nevada,Nye County,1369,22.6
9,Nevada,Pershing County,251,32.5
9,Nevada,Storey County,72,13.9
9,Nevada,Washoe County,27383,29.8
9,Nevada,White Pine County,260,19.6
9,Nevada,Carson City,2989,32.8
10,Alaska,Aleutians East Borough,41,10.3
10,Alaska,Aleutians West Census Area,99,12.2
10,Alaska,Anchorage Municipality,6368,10.4
10,Alaska,Bethel Census Area,66,1.8
10,Alaska,Bristol Bay Borough,8,5.6
10,Alaska,Chugach Census Area,21,5.2
10,Alaska,Copper River Census Area,26,2.7
10,Alaska,Denali Borough,1892,9.5
10,Alaska,Dillingham Census Area,19,4.8
10,Alaska,Fairbanks North Star Borough,29,9.5
10,Alaska,Haines Borough,507,7.9
10,Alaska,Hoonah-Angoon Census Area,525,5.3
10,Alaska,Juneau City and Borough,187,7.3
10,Alaska,Kenai Peninsula Borough,244,9.2
10,Alaska,Ketchikan Gateway Borough,4,0.3
10,Alaska,Kodiak Island Borough,13,4.2
10,Alaska,Kusilvak Census Area,1257,6.1
10,Alaska,Lake and Peninsula Borough,40,2
10,Alaska,Matanuska-Susitna Borough,52,3.5
10,Alaska,Nome Census Area,37,2.5
10,Alaska,North Slope Borough,27,4.8
10,Alaska,Northwest Arctic Borough,36,3.6
10,Alaska,Petersburg Borough,133,8.2
10,Alaska,Prince of Wales-Hyder Census Area,16,6.4
10,Alaska,Sitka City and Borough,100,8.9
10,Alaska,Skagway Municipality,,
10,Alaska,Southeast Fairbanks Census Area,12,3.5
10,Alaska,Wrangell City and Borough,1,1.1
10,Alaska,Yakutat City and Borough,24,2.6
10,Alaska,Yukon-Koyukuk Census Area,10202,10.5
10,Idaho,Ada County,30,5.7
10,Idaho,Adams County,1872,10.2
10,Idaho,Bannock County,50,4.9
10,Idaho,Bear Lake County,69,5.1
10,Idaho,Benewah County,1772,19.9
10,Idaho,Bingham County,1238,32.4
10,Idaho,Blaine County,89,8.2
10,Idaho,Boise County,352,5.2
10,Idaho,Bonner County,3616,15.2
10,Idaho,Bonneville County,123,6.5
10,Idaho,Boundary County,34,8.6
10,Idaho,Butte County,15,9.4
10,Idaho,Camas County,13384,28.6
10,Idaho,Canyon County,102,8.2
10,Idaho,Caribou County,1372,30.7
10,Idaho,Cassia County,92,54.8
10,Idaho,Clark County,51,4.7
10,Idaho,Clearwater County,42,7.4
10,Idaho,Custer County,1083,20.3
10,Idaho,Elmore County,192,7.4
10,Idaho,Franklin County,351,15.1
10,Idaho,Fremont County,355,12.2
10,Idaho,Gem County,928,35.4
10,Idaho,Gooding County,114,5.4
10,Idaho,Idaho County,604,10.4
10,Idaho,Jefferson County,1911,41.9
10,Idaho,Jerome County,1882,6.3
10,Idaho,Kootenai County,598,6.1
10,Idaho,Latah County,53,4.8
10,Idaho,Lemhi County,46,8.3
10,Idaho,Lewis County,378,37.2
10,Idaho,Lincoln County,882,7.7
10,Idaho,Madison County,1593,41.9
10,Idaho,Minidoka County,386,5.2
10,Idaho,Nez Perce County,45,6.2
10,Idaho,Oneida County,616,30
10,Idaho,Owyhee County,907,21.5
10,Idaho,Payette County,550,40.5
10,Idaho,Power County,82,4.2
10,Idaho,Shoshone County,438,19.2
10,Idaho,Teton County,3352,19.4
10,Idaho,Twin Falls County,111,6.5
10,Idaho,Valley County,354,23.3
10,Idaho,Washington County,154,6.7
10,Oregon,Baker County,2129,9.6
10,Oregon,Benton County,8836,11.5
10,Oregon,Clackamas County,812,11.8
10,Oregon,Clatsop County,659,7.3
10,Oregon,Columbia County,988,9.9
10,Oregon,Coos County,371,9.8
10,Oregon,Crook County,314,11.4
10,Oregon,Curry County,3953,11
10,Oregon,Deschutes County,1428,8.2
10,Oregon,Douglas County,27,10.6
10,Oregon,Gilliam County,49,5
10,Oregon,Grant County,70,6.1
10,Oregon,Harney County,1654,37.7
10,Oregon,Hood River County,6670,17.1
10,Oregon,Jackson County,1031,25.6
10,Oregon,Jefferson County,1368,10.2
10,Oregon,Josephine County,1983,16.9
10,Oregon,Klamath County,164,15.1
10,Oregon,Lake County,8714,11.2
10,Oregon,Lane County,1000,14
10,Oregon,Lincoln County,2694,11.2
10,Oregon,Linn County,2163,43.8
10,Oregon,Malheur County,21696,32.1
10,Oregon,Marion County,953,46.2
10,Oregon,Morrow County,25283,13.5
10,Oregon,Multnomah County,3010,17.1
10,Oregon,Polk County,30,10.7
10,Oregon,Sherman County,619,15.8
10,Oregon,Tillamook County,4625,33
10,Oregon,Umatilla County,371,7.4
10,Oregon,Union County,54,5.2
10,Oregon,Wallowa County,1169,25.1
10,Oregon,Wasco County,24863,19.6
10,Oregon,Washington County,15,10.4
10,Oregon,Wheeler County,3872,18.9
10,Oregon,Yamhill County,2651,71.1
10,Washington,Adams County,249,6.7
10,Washington,Asotin County,10954,27.9
10,Washington,Benton County,4834,35.3
10,Washington,Chelan County,1066,9.8
10,Washington,Clallam County,11596,12.2
10,Washington,Clark County,72,11.9
10,Washington,Columbia County,2342,11.9
10,Washington,Cowlitz County,3002,39.6
10,Washington,Douglas County,67,6.5
10,Washington,Ferry County,11647,59
10,Washington,Franklin County,34,9.8
10,Washington,Garfield County,9045,48.6
10,Washington,Grant County,1599,13.7
10,Washington,Grays Harbor County,1829,12.9
10,Washington,Island County,238,6.5
10,Washington,Jefferson County,54412,11.1
10,Washington,King County,5394,10.9
10,Washington,Kitsap County,1297,11.9
10,Washington,Kittitas County,556,16.1
10,Washington,Klickitat County,1820,13.4
10,Washington,Lewis County,94,5.9
10,Washington,Lincoln County,1370,13.7
10,Washington,Mason County,1804,26.8
10,Washington,Okanogan County,433,14.8
10,Washington,Pacific County,102,5.5
10,Washington,Pend Oreille County,24640,13.4
10,Washington,Pierce County,269,11.8
10,Washington,San Juan County,5747,25.4
10,Washington,Skagit County,215,11.3
10,Washington,Skamania County,20079,12.3
10,Washington,Snohomish County,7924,7.6
10,Washington,Spokane County,358,5.2
10,Washington,Stevens County,6848,11.9
10,Washington,Thurston County,60,10.7
10,Washington,Wahkiakum County,3065,26.5
10,Washington,Walla Walla County,5447,11.2
10,Washington,Whatcom County,1146,7.8
10,Washington,Whitman County,28344,57.6
10,Washington,Yakima County,,
