REGION,STATE,COUNTY,NRPAWHSP,PCTRPAWHSP
4,Georgia,Warren County,9,1.1
4,Georgia,Washington County,67,2.1
4,Georgia,Wayne County,379,7.1
4,Georgia,Webster County,28,6.8
4,Georgia,Wheeler County,46,5.1
4,Georgia,White County,211,4.1
4,Georgia,Whitfield County,8646,42.6
4,Georgia,Wilcox County,51,4.5
4,Georgia,Wilkes County,128,8.3
4,Georgia,Wilkinson County,55,3.6
4,Georgia,Worth County,91,2.5
4,Kentucky,Adair County,82,2.2
4,Kentucky,Allen County,94,2.5
4,Kentucky,Anderson County,78,1.9
4,Kentucky,Ballard County,22,1.7
4,Kentucky,Barren County,305,3.8
4,Kentucky,Bath County,57,2.6
4,Kentucky,Bell County,62,1.4
4,Kentucky,Boone County,1231,4.8
4,Kentucky,Bourbon County,219,6.5
4,Kentucky,Boyd County,123,1.6
4,Kentucky,Boyle County,209,3.8
4,Kentucky,Bracken County,31,2.2
4,Kentucky,Breathitt County,21,1
4,Kentucky,Breckinridge County,65,2
4,Kentucky,Bullitt County,421,2.7
4,Kentucky,Butler County,88,4
4,Kentucky,Caldwell County,32,1.5
4,Kentucky,Calloway County,252,2.9
4,Kentucky,Campbell County,408,2.2
4,Kentucky,Carlisle County,28,3.6
4,Kentucky,Carroll County,117,6.4
4,Kentucky,Carter County,70,1.5
4,Kentucky,Casey County,107,3.8
4,Kentucky,Christian County,1263,9.2
4,Kentucky,Clark County,227,3.5
4,Kentucky,Clay County,40,1.2
4,Kentucky,Clinton County,55,3.1
4,Kentucky,Crittenden County,22,1.6
4,Kentucky,Cumberland County,23,2.2
4,Kentucky,Daviess County,635,3.4
4,Kentucky,Edmonson County,32,1.5
4,Kentucky,Elliott County,15,1.4
4,Kentucky,Estill County,32,1.4
4,Kentucky,Fayette County,4937,6.7
4,Kentucky,Fleming County,39,1.5
4,Kentucky,Floyd County,73,1.2
4,Kentucky,Franklin County,429,4.5
4,Kentucky,Fulton County,30,3.1
4,Kentucky,Gallatin County,81,5.1
4,Kentucky,Garrard County,62,2.1
4,Kentucky,Grant County,145,3.1
4,Kentucky,Graves County,546,8.3
4,Kentucky,Grayson County,73,1.6
4,Kentucky,Green County,35,2
4,Kentucky,Greenup County,64,1.1
4,Kentucky,Hancock County,31,2.1
4,Kentucky,Hardin County,1445,6.8
4,Kentucky,Harlan County,56,1.2
4,Kentucky,Harrison County,72,2.2
4,Kentucky,Hart County,60,1.8
4,Kentucky,Henderson County,260,3.2
4,Kentucky,Henry County,106,3.8
4,Kentucky,Hickman County,12,1.8
4,Kentucky,Hopkins County,187,2.4
4,Kentucky,Jackson County,26,1.1
4,Kentucky,Jefferson County,10181,6.7
4,Kentucky,Jessamine County,399,3.8
4,Kentucky,Johnson County,34,0.9
4,Kentucky,Kenton County,1247,3.8
4,Kentucky,Knott County,33,1.3
4,Kentucky,Knox County,71,1.2
4,Kentucky,Larue County,92,3.6
4,Kentucky,Laurel County,212,1.9
4,Kentucky,Lawrence County,44,1.7
4,Kentucky,Lee County,18,1.7
4,Kentucky,Leslie County,11,0.7
4,Kentucky,Letcher County,42,1.2
4,Kentucky,Lewis County,21,0.9
4,Kentucky,Lincoln County,86,2.1
4,Kentucky,Livingston County,54,3.8
4,Kentucky,Logan County,151,3.2
4,Kentucky,Lyon County,38,4.1
4,Kentucky,McCracken County,399,3.4
4,Kentucky,McCreary County,39,1.4
4,Kentucky,McLean County,28,1.8
4,Kentucky,Madison County,547,2.6
4,Kentucky,Magoffin County,24,1.2
4,Kentucky,Marion County,109,3.3
4,Kentucky,Marshall County,124,2.4
4,Kentucky,Martin County,19,1.1
4,Kentucky,Mason County,71,2.4
4,Kentucky,Meade County,287,5.2
4,Kentucky,Menifee County,19,1.9
4,Kentucky,Mercer County,133,3.6
4,Kentucky,Metcalfe County,37,2.2
4,Kentucky,Monroe County,70,4
4,Kentucky,Montgomery County,160,3
4,Kentucky,Morgan County,20,1
4,Kentucky,Muhlenberg County,91,1.8
4,Kentucky,Nelson County,237,2.8
4,Kentucky,Nicholas County,30,2.4
4,Kentucky,Ohio County,126,3
4,Kentucky,Oldham County,524,4.6
4,Kentucky,Owen County,68,3.6
4,Kentucky,Owsley County,9,1.2
4,Kentucky,Pendleton County,33,1.4
4,Kentucky,Perry County,52,1.1
4,Kentucky,Pike County,94,0.9
4,Kentucky,Powell County,38,1.7
4,Kentucky,Pulaski County,282,2.5
4,Kentucky,Robertson County,10,3.2
4,Kentucky,Rockcastle County,42,1.4
4,Kentucky,Rowan County,96,1.6
4,Kentucky,Russell County,92,3.1
4,Kentucky,Scott County,494,4.2
4,Kentucky,Shelby County,1043,10.7
4,Kentucky,Simpson County,119,3.5
4,Kentucky,Spencer County,101,3
4,Kentucky,Taylor County,135,2.8
4,Kentucky,Todd County,116,5.4
4,Kentucky,Trigg County,66,3
4,Kentucky,Trimble County,66,4.4
4,Kentucky,Union County,62,2.4
4,Kentucky,Warren County,1651,5.5
4,Kentucky,Washington County,97,4.7
4,Kentucky,Wayne County,105,3.2
4,Kentucky,Webster County,137,6.3
4,Kentucky,Whitley County,130,1.9
4,Kentucky,Wolfe County,11,0.9
4,Kentucky,Woodford County,358,7.4
4,Mississippi,Adams County,85,1.8
4,Mississippi,Alcorn County,226,3.4
4,Mississippi,Amite County,29,1.5
4,Mississippi,Attala County,78,2.4
4,Mississippi,Benton County,57,4
4,Mississippi,Bolivar County,137,2.2
4,Mississippi,Calhoun County,161,6.5
4,Mississippi,Carroll County,32,2.1
4,Mississippi,Chickasaw County,139,4.6
4,Mississippi,Choctaw County,15,1.1
4,Mississippi,Claiborne County,30,1.4
4,Mississippi,Clarke County,41,1.5
4,Mississippi,Clay County,52,1.4
4,Mississippi,Coahoma County,77,1.7
4,Mississippi,Copiah County,161,3
4,Mississippi,Covington County,63,1.8
4,Mississippi,DeSoto County,2100,5.4
4,Mississippi,Forrest County,470,2.7
4,Mississippi,Franklin County,16,1.2
4,Mississippi,George County,116,2.6
4,Mississippi,Greene County,18,0.9
4,Mississippi,Grenada County,50,1.3
4,Mississippi,Hancock County,410,5
4,Mississippi,Harrison County,2578,6.2
4,Mississippi,Hinds County,834,1.6
4,Mississippi,Holmes County,38,1.1
4,Mississippi,Humphreys County,60,4.2
4,Mississippi,Issaquena County,4,2.3
4,Mississippi,Itawamba County,85,1.9
4,Mississippi,Jackson County,2235,8.1
4,Mississippi,Jasper County,43,1.5
4,Mississippi,Jefferson County,13,1.1
4,Mississippi,Jefferson Davis County,51,2.7
4,Mississippi,Jones County,497,3.9
4,Mississippi,Kemper County,17,1
4,Mississippi,Lafayette County,362,2.6
4,Mississippi,Lamar County,423,3.1
4,Mississippi,Lauderdale County,338,2.4
4,Mississippi,Lawrence County,38,1.7
4,Mississippi,Leake County,205,5.2
4,Mississippi,Lee County,454,2.7
4,Mississippi,Leflore County,128,2.2
4,Mississippi,Lincoln County,90,1.4
4,Mississippi,Lowndes County,241,2
4,Mississippi,Madison County,635,2.9
4,Mississippi,Marion County,84,1.9
4,Mississippi,Marshall County,294,4.6
4,Mississippi,Monroe County,75,1.2
4,Mississippi,Montgomery County,19,1.2
4,Mississippi,Neshoba County,111,2
4,Mississippi,Newton County,77,1.9
4,Mississippi,Noxubee County,33,1.7
4,Mississippi,Oktibbeha County,277,2.1
4,Mississippi,Panola County,156,2.4
4,Mississippi,Pearl River County,385,3.8
4,Mississippi,Perry County,38,1.7
4,Mississippi,Pike County,102,1.4
4,Mississippi,Pontotoc County,463,7.5
4,Mississippi,Prentiss County,72,1.6
4,Mississippi,Quitman County,23,1.8
4,Mississippi,Rankin County,946,3
4,Mississippi,Scott County,568,11
4,Mississippi,Sharkey County,21,2.9
4,Mississippi,Simpson County,85,1.8
4,Mississippi,Smith County,70,2.5
4,Mississippi,Stone County,80,2.3
4,Mississippi,Sunflower County,90,2
4,Mississippi,Tallahatchie County,12,0.6
4,Mississippi,Tate County,156,2.8
4,Mississippi,Tippah County,242,5.7
4,Mississippi,Tishomingo County,199,5.9
4,Mississippi,Tunica County,39,1.9
4,Mississippi,Union County,241,4.5
4,Mississippi,Walthall County,68,2.7
4,Mississippi,Warren County,220,2.5
4,Mississippi,Washington County,113,1.3
4,Mississippi,Wayne County,56,1.5
4,Mississippi,Webster County,27,1.6
4,Mississippi,Wilkinson County,20,1.5
4,Mississippi,Winston County,48,1.5
4,Mississippi,Yalobusha County,46,2.2
4,Mississippi,Yazoo County,44,1
4,North Carolina,Alamance County,5161,15.2
4,North Carolina,Alexander County,360,6
4,North Carolina,Alleghany County,182,11.9
4,North Carolina,Anson County,174,4.3
4,North Carolina,Ashe County,191,4.8
4,North Carolina,Avery County,174,6.5
4,North Carolina,Beaufort County,873,11.3
4,North Carolina,Bertie County,69,2.5
4,North Carolina,Bladen County,504,9.3
4,North Carolina,Brunswick County,1428,7.5
4,North Carolina,Buncombe County,4113,8.1
4,North Carolina,Burke County,1233,8.3
4,North Carolina,Cabarrus County,5328,12.2
4,North Carolina,Caldwell County,964,7
4,North Carolina,Camden County,75,3.9
4,North Carolina,Carteret County,575,5.6
4,North Carolina,Caswell County,177,5.3
4,North Carolina,Catawba County,3406,11.9
4,North Carolina,Chatham County,1936,17.1
4,North Carolina,Cherokee County,183,4.6
4,North Carolina,Chowan County,106,4.9
4,North Carolina,Clay County,76,5.2
4,North Carolina,Cleveland County,708,4
4,North Carolina,Columbus County,632,6.8
4,North Carolina,Craven County,1737,9.6
4,North Carolina,Cumberland County,9953,13.7
4,North Carolina,Currituck County,282,5.8
4,North Carolina,Dare County,672,11.6
4,North Carolina,Davidson County,2770,9.4
4,North Carolina,Davie County,633,9.1
4,North Carolina,Duplin County,2846,28.2
4,North Carolina,Durham County,9901,13.1
4,North Carolina,Edgecombe County,533,5.6
4,North Carolina,Forsyth County,11593,14.9
4,North Carolina,Franklin County,1254,10.4
4,North Carolina,Gaston County,3832,8.9
4,North Carolina,Gates County,53,2.9
4,North Carolina,Graham County,52,3.8
4,North Carolina,Granville County,1104,10.8
4,North Carolina,Greene County,606,18.9
4,North Carolina,Guilford County,10270,8.9
4,North Carolina,Halifax County,280,3.4
4,North Carolina,Harnett County,4250,15
4,North Carolina,Haywood County,555,5.6
4,North Carolina,Henderson County,2615,14.2
4,North Carolina,Hertford County,153,3.8
4,North Carolina,Hoke County,1819,15.3
4,North Carolina,Hyde County,94,14.5
4,North Carolina,Iredell County,3214,9.7
4,North Carolina,Jackson County,537,5.8
4,North Carolina,Johnston County,6403,15.8
4,North Carolina,Jones County,96,6.6
4,North Carolina,Lee County,2645,23.2
4,North Carolina,Lenoir County,847,8.8
4,North Carolina,Lincoln County,1421,9.7
4,North Carolina,McDowell County,599,8
4,North Carolina,Macon County,558,10.6
4,North Carolina,Madison County,121,3.2
4,North Carolina,Martin County,142,4
4,North Carolina,Mecklenburg County,35583,14
4,North Carolina,Mitchell County,156,6.8
4,North Carolina,Montgomery County,988,21
4,North Carolina,Moore County,1586,9.4
4,North Carolina,Nash County,1453,8.5
4,North Carolina,New Hanover County,3188,6.4
4,North Carolina,Northampton County,104,3.8
4,North Carolina,Onslow County,6053,14.7
4,North Carolina,Orange County,2993,8.4
4,North Carolina,Pamlico County,109,6.9
4,North Carolina,Pasquotank County,589,7.7
4,North Carolina,Pender County,977,9.2
4,North Carolina,Perquimans County,77,3.8
4,North Carolina,Person County,333,5.1
4,North Carolina,Pitt County,2808,6.3
4,North Carolina,Polk County,233,8.8
4,North Carolina,Randolph County,3772,14.9
4,North Carolina,Richmond County,569,7.1
4,North Carolina,Robeson County,2232,8.8
4,North Carolina,Rockingham County,1245,8.2
4,North Carolina,Rowan County,2773,10.8
4,North Carolina,Rutherford County,710,6.4
4,North Carolina,Sampson County,2655,23.9
4,North Carolina,Scotland County,188,3.1
4,North Carolina,Stanly County,586,5.4
4,North Carolina,Stokes County,463,6.3
4,North Carolina,Surry County,1730,14.4
4,North Carolina,Swain County,161,6.2
4,North Carolina,Transylvania County,208,4.1
4,North Carolina,Tyrrell County,73,14.8
4,North Carolina,Union County,6121,13.4
4,North Carolina,Vance County,800,9.7
4,North Carolina,Wake County,27374,11.3
4,North Carolina,Warren County,125,4.4
4,North Carolina,Washington County,119,6.7
4,North Carolina,Watauga County,548,3.9
4,North Carolina,Wayne County,3457,14.8
4,North Carolina,Wilkes County,992,8.9
4,North Carolina,Wilson County,1829,11.9
4,North Carolina,Yadkin County,953,15.6
4,North Carolina,Yancey County,214,7.7
4,South Carolina,Abbeville County,81,1.9
4,South Carolina,Aiken County,2025,6.5
4,South Carolina,Allendale County,55,4.3
4,South Carolina,Anderson County,1768,4.7
4,South Carolina,Bamberg County,58,2.3
4,South Carolina,Barnwell County,86,2.3
4,South Carolina,Beaufort County,4832,16
4,South Carolina,Berkeley County,3572,7.8
4,South Carolina,Calhoun County,96,4.1
4,South Carolina,Charleston County,4853,5.6
4,South Carolina,Cherokee County,577,5.3
4,South Carolina,Chester County,131,2.3
4,South Carolina,Chesterfield County,341,4.3
4,South Carolina,Clarendon County,205,3.8
4,South Carolina,Colleton County,219,3.3
4,South Carolina,Darlington County,312,2.5
4,South Carolina,Dillon County,180,3.1
4,South Carolina,Dorchester County,2150,6.6
4,South Carolina,Edgefield County,187,4.5
4,South Carolina,Fairfield County,91,2.5
4,South Carolina,Florence County,826,3
4,South Carolina,Georgetown County,326,3.5
4,South Carolina,Greenville County,11090,10.6
4,South Carolina,Greenwood County,834,6
4,South Carolina,Hampton County,105,3.3
4,South Carolina,Horry County,4524,7.7
4,South Carolina,Jasper County,729,14.8
4,South Carolina,Kershaw County,764,6.4
4,South Carolina,Lancaster County,1247,7.3
4,South Carolina,Laurens County,737,6
4,South Carolina,Lee County,84,3
4,South Carolina,Lexington County,3859,6.7
4,South Carolina,McCormick County,15,1.7
4,South Carolina,Marion County,139,2.5
4,South Carolina,Marlboro County,84,2
4,South Carolina,Newberry County,652,9.9
4,South Carolina,Oconee County,966,7.6
4,South Carolina,Orangeburg County,342,2.1
4,South Carolina,Pickens County,1096,4.1
4,South Carolina,Richland County,5311,5.5
4,South Carolina,Saluda County,576,17.8
4,South Carolina,Spartanburg County,5002,8
4,South Carolina,Sumter County,965,4.6
4,South Carolina,Union County,97,2.1
4,South Carolina,Williamsburg County,65,1.3
4,South Carolina,York County,3790,6.7
4,Tennessee,Anderson County,514,3.9
4,Tennessee,Bedford County,1476,15.8
4,Tennessee,Benton County,75,3
4,Tennessee,Bledsoe County,57,2.9
4,Tennessee,Blount County,1068,4.6
4,Tennessee,Bradley County,1545,7.4
4,Tennessee,Campbell County,152,2.2
4,Tennessee,Cannon County,79,3.2
4,Tennessee,Carroll County,171,3.6
4,Tennessee,Carter County,240,2.6
4,Tennessee,Cheatham County,276,3.7
4,Tennessee,Chester County,110,3.1
4,Tennessee,Claiborne County,103,1.8
4,Tennessee,Clay County,32,2.8
4,Tennessee,Cocke County,201,3.3
4,Tennessee,Coffee County,587,5.7
4,Tennessee,Crockett County,340,13.2
4,Tennessee,Cumberland County,348,4.2
4,Tennessee,Davidson County,16157,9.7
4,Tennessee,Decatur County,78,4.3
4,Tennessee,DeKalb County,358,10.3
4,Tennessee,Dickson County,481,4.8
4,Tennessee,Dyer County,274,3.9
4,Tennessee,Fayette County,241,3.7
4,Tennessee,Fentress County,55,1.9
4,Tennessee,Franklin County,375,4.8
4,Tennessee,Gibson County,304,3.4
4,Tennessee,Giles County,196,3.9
4,Tennessee,Grainger County,137,3.7
4,Tennessee,Greene County,475,4.1
4,Tennessee,Grundy County,32,1.4
4,Tennessee,Hamblen County,1584,13.8
4,Tennessee,Hamilton County,4617,6.3
4,Tennessee,Hancock County,4,0.4
4,Tennessee,Hardeman County,94,2.5
4,Tennessee,Hardin County,116,2.8
4,Tennessee,Hawkins County,200,2.1
4,Tennessee,Haywood County,141,4.4
4,Tennessee,Henderson County,146,2.9
4,Tennessee,Henry County,184,3.6
4,Tennessee,Hickman County,134,3.3
4,Tennessee,Houston County,42,3
4,Tennessee,Humphreys County,99,3.1
4,Tennessee,Jackson County,50,2.8
4,Tennessee,Jefferson County,424,4.6
4,Tennessee,Johnson County,66,2.7
4,Tennessee,Knox County,4932,5
4,Tennessee,Lake County,29,3.6
4,Tennessee,Lauderdale County,107,2.5
4,Tennessee,Lawrence County,192,2.5
4,Tennessee,Lewis County,61,3
4,Tennessee,Lincoln County,249,4.4
4,Tennessee,Loudon County,992,12.6
4,Tennessee,McMinn County,549,5.8
4,Tennessee,McNairy County,100,2.3
4,Tennessee,Macon County,251,5.4
4,Tennessee,Madison County,922,4.7
4,Tennessee,Marion County,126,2.6
4,Tennessee,Marshall County,438,6.8
4,Tennessee,Maury County,1342,7.2
4,Tennessee,Meigs County,63,3.1
4,Tennessee,Monroe County,447,5.9
4,Tennessee,Montgomery County,5463,11.3
4,Tennessee,Moore County,37,3.4
4,Tennessee,Morgan County,67,2.1
4,Tennessee,Obion County,323,6.1
4,Tennessee,Overton County,63,1.7
4,Tennessee,Perry County,51,3.8
4,Tennessee,Pickett County,25,3.5
4,Tennessee,Polk County,88,3.2
4,Tennessee,Putnam County,1154,7.2
4,Tennessee,Rhea County,348,5.9
4,Tennessee,Roane County,234,2.8
4,Tennessee,Robertson County,1099,8.1
4,Tennessee,Rutherford County,6796,9
4,Tennessee,Scott County,50,1.2
4,Tennessee,Sequatchie County,101,4.1
4,Tennessee,Sevier County,1323,7.9
4,Tennessee,Shelby County,12464,6.4
4,Tennessee,Smith County,133,3.7
4,Tennessee,Stewart County,116,5.2
4,Tennessee,Sullivan County,699,2.6
4,Tennessee,Sumner County,2294,6.3
4,Tennessee,Tipton County,370,3.2
4,Tennessee,Trousdale County,59,3.3
4,Tennessee,Unicoi County,209,7.3
4,Tennessee,Union County,81,2.4
4,Tennessee,Van Buren County,27,3.1
4,Tennessee,Warren County,699,9.5
4,Tennessee,Washington County,1070,4.1
4,Tennessee,Wayne County,57,2.4
4,Tennessee,Weakley County,240,3.5
4,Tennessee,White County,172,3.7
4,Tennessee,Williamson County,2735,6.1
4,Tennessee,Wilson County,1469,5.4
5,Illinois,Adams County,249,2.2
5,Illinois,Alexander County,18,2.1
5,Illinois,Bond County,85,3.1
5,Illinois,Boone County,2861,29.3
5,Illinois,Brown County,22,2.8
5,Illinois,Bureau County,653,12.3
5,Illinois,Calhoun County,12,1.8
5,Illinois,Carroll County,118,5.5
5,Illinois,Cass County,507,24.2
5,Illinois,Champaign County,3552,6.8
5,Illinois,Christian County,97,1.9
5,Illinois,Clark County,44,1.7
5,Illinois,Clay County,40,1.8
5,Illinois,Clinton County,202,3.2
5,Illinois,Coles County,381,3.4
5,Illinois,Cook County,301874,27.7
5,Illinois,Crawford County,62,2.1
5,Illinois,Cumberland County,29,1.6
5,Illinois,DeKalb County,3229,13
5,Illinois,De Witt County,98,3.7
5,Illinois,Douglas County,300,8.6
5,Illinois,DuPage County,30354,17.4
5,Illinois,Edgar County,61,2.1
5,Illinois,Edwards County,23,2.2
5,Illinois,Effingham County,164,2.8
5,Illinois,Fayette County,54,1.6
5,Illinois,Ford County,106,4.7
5,Illinois,Franklin County,140,2.1
5,Illinois,Fulton County,112,2.1
5,Illinois,Gallatin County,12,1.6
5,Illinois,Greene County,32,1.5
5,Illinois,Grundy County,1264,12.8
5,Illinois,Hamilton County,29,2.1
5,Illinois,Hancock County,71,2.6
5,Illinois,Hardin County,21,3.7
5,Illinois,Henderson County,25,2.5
5,Illinois,Henry County,651,8.1
5,Illinois,Iroquois County,450,10.2
5,Illinois,Jackson County,782,5.9
5,Illinois,Jasper County,33,2.1
5,Illinois,Jefferson County,187,3.1
5,Illinois,Jersey County,71,1.8
5,Illinois,Jo Daviess County,130,4.5
5,Illinois,Johnson County,53,3
5,Illinois,Kane County,39171,38.5
5,Illinois,Kankakee County,2772,12.9
5,Illinois,Kendall County,6270,23.1
5,Illinois,Knox County,576,6.9
5,Illinois,Lake County,35344,27.3
5,Illinois,LaSalle County,2372,12.9
5,Illinois,Lawrence County,46,2
5,Illinois,Lee County,407,7.9
5,Illinois,Livingston County,343,5.5
5,Illinois,Logan County,194,3.6
5,Illinois,McDonough County,290,4.2
5,Illinois,McHenry County,9591,17.3
5,Illinois,McLean County,2331,5.8
5,Illinois,Macon County,575,3
5,Illinois,Macoupin County,132,1.7
5,Illinois,Madison County,2054,4.2
5,Illinois,Marion County,160,2.5
5,Illinois,Marshall County,72,4.1
5,Illinois,Mason County,33,1.5
5,Illinois,Massac County,103,4.5
5,Illinois,Menard County,43,2
5,Illinois,Mercer County,106,4.3
5,Illinois,Monroe County,134,2.3
5,Illinois,Montgomery County,70,1.6
5,Illinois,Morgan County,182,3.1
5,Illinois,Moultrie County,59,2.3
5,Illinois,Ogle County,1189,13.5
5,Illinois,Peoria County,2060,6
5,Illinois,Perry County,77,2.5
5,Illinois,Piatt County,57,2.1
5,Illinois,Pike County,37,1.5
5,Illinois,Pope County,17,3
5,Illinois,Pulaski County,34,4
5,Illinois,Putnam County,78,8.8
5,Illinois,Randolph County,130,2.8
5,Illinois,Richland County,76,2.9
5,Illinois,Rock Island County,4072,16
5,Illinois,St. Clair County,2583,5.2
5,Illinois,Saline County,101,2.5
5,Illinois,Sangamon County,1200,3.3
5,Illinois,Schuyler County,26,2.6
5,Illinois,Scott County,15,1.8
5,Illinois,Shelby County,49,1.4
5,Illinois,Stark County,18,2.1
5,Illinois,Stephenson County,378,5.3
5,Illinois,Tazewell County,729,3.1
5,Illinois,Union County,185,6.8
5,Illinois,Vermilion County,830,6.5
5,Illinois,Wabash County,59,3.2
5,Illinois,Warren County,359,11.6
5,Illinois,Washington County,57,2.5
5,Illinois,Wayne County,67,2.5
5,Illinois,White County,40,1.8
5,Illinois,Whiteside County,1459,16
5,Illinois,Will County,29044,21.7
5,Illinois,Williamson County,390,3.3
5,Illinois,Winnebago County,8983,17.2
5,Illinois,Woodford County,149,2.2
5,Indiana,Adams County,334,5.4
5,Indiana,Allen County,6660,8.8
5,Indiana,Bartholomew County,1279,8.2
5,Indiana,Benton County,84,5.6
5,Indiana,Blackford County,55,2.9
5,Indiana,Boone County,519,4
5,Indiana,Brown County,55,2.5
5,Indiana,Carroll County,177,5.2
5,Indiana,Cass County,1372,20.9
5,Indiana,Clark County,1451,6.4
5,Indiana,Clay County,81,1.7
5,Indiana,Clinton County,1130,19.6
5,Indiana,Crawford County,35,2.1
5,Indiana,Daviess County,364,6.1
5,Indiana,Dearborn County,134,1.6
5,Indiana,Decatur County,111,2.4
5,Indiana,DeKalb County,312,4
5,Indiana,Delaware County,825,3.2
5,Indiana,Dubois County,662,9.2
5,Indiana,Elkhart County,7612,19.4
5,Indiana,Fayette County,72,1.8
5,Indiana,Floyd County,695,4.6
5,Indiana,Fountain County,93,3.4
5,Indiana,Franklin County,50,1.3
5,Indiana,Fulton County,229,6.8
5,Indiana,Gibson County,114,1.9
5,Indiana,Grant County,598,4.6
5,Indiana,Greene County,154,2.9
5,Indiana,Hamilton County,3585,5.3
5,Indiana,Hancock County,492,3.4
5,Indiana,Harrison County,177,2.5
5,Indiana,Hendricks County,1769,5.4
5,Indiana,Henry County,162,2.1
5,Indiana,Howard County,618,4.2
5,Indiana,Huntington County,238,3.6
5,Indiana,Jackson County,633,8
5,Indiana,Jasper County,487,8
5,Indiana,Jay County,121,3.6
5,Indiana,Jefferson County,264,4.1
5,Indiana,Jennings County,181,3.7
5,Indiana,Johnson County,1380,4.4
5,Indiana,Knox County,195,3
5,Indiana,Kosciusko County,1400,9.6
5,Indiana,LaGrange County,381,5.3
5,Indiana,Lake County,21799,23.5
5,Indiana,LaPorte County,1613,8.8
5,Indiana,Lawrence County,173,2.3
5,Indiana,Madison County,1187,5.1
5,Indiana,Marion County,23684,11.1
5,Indiana,Marshall County,1100,13.8
5,Indiana,Martin County,28,1.7
5,Indiana,Miami County,231,4.1
5,Indiana,Monroe County,1625,4.1
5,Indiana,Montgomery County,373,5.8
5,Indiana,Morgan County,270,2.2
5,Indiana,Newton County,208,9.1
5,Indiana,Noble County,1157,13.4
5,Indiana,Ohio County,28,3.1
5,Indiana,Orange County,71,2.1
5,Indiana,Owen County,67,2
5,Indiana,Parke County,70,2.1
5,Indiana,Perry County,55,1.9
5,Indiana,Pike County,55,2.7
5,Indiana,Porter County,4354,13.4
5,Indiana,Posey County,62,1.5
5,Indiana,Pulaski County,98,4.9
5,Indiana,Putnam County,161,2.3
5,Indiana,Randolph County,185,4.5
5,Indiana,Ripley County,100,2
5,Indiana,Rush County,74,2.6
5,Indiana,St. Joseph County,5907,10.7
5,Indiana,Scott County,109,2.5
5,Indiana,Shelby County,414,5.3
5,Indiana,Spencer County,140,4.2
5,Indiana,Starke County,219,5.5
5,Indiana,Steuben County,286,5
5,Indiana,Sullivan County,41,1.3
5,Indiana,Switzerland County,50,2.8
5,Indiana,Tippecanoe County,4105,8.7
5,Indiana,Tipton County,88,3.6
5,Indiana,Union County,55,4.4
5,Indiana,Vanderburgh County,1195,3.3
5,Indiana,Vermillion County,52,2
5,Indiana,Vigo County,548,2.6
5,Indiana,Wabash County,181,3.3
5,Indiana,Warren County,49,3.6
5,Indiana,Warrick County,280,2.5
5,Indiana,Washington County,84,1.7
5,Indiana,Wayne County,498,4.2
5,Indiana,Wells County,191,3.9
5,Indiana,White County,481,12.3
5,Indiana,Whitley County,178,3.1
5,Michigan,Alcona County,24,2.2
5,Michigan,Alger County,31,2.9
5,Michigan,Allegan County,2034,9.8
5,Michigan,Alpena County,78,1.8
5,Michigan,Antrim County,112,3.5
5,Michigan,Arenac County,56,2.6
5,Michigan,Baraga County,26,2.5
5,Michigan,Barry County,448,4.3
5,Michigan,Bay County,1271,7.2
5,Michigan,Benzie County,88,3.4
5,Michigan,Berrien County,1944,7.3
5,Michigan,Branch County,474,6.8
5,Michigan,Calhoun County,1735,7
5,Michigan,Cass County,413,5
5,Michigan,Charlevoix County,119,3
5,Michigan,Cheboygan County,77,2.2
5,Michigan,Chippewa County,158,2.6
5,Michigan,Clare County,139,3
5,Michigan,Clinton County,876,6
5,Michigan,Crawford County,61,3.1
5,Michigan,Delta County,114,2.1
5,Michigan,Dickinson County,97,2.5
5,Michigan,Eaton County,1553,7.7
5,Michigan,Emmet County,166,3
5,Michigan,Genesee County,3563,4.7
5,Michigan,Gladwin County,90,2.6
5,Michigan,Gogebic County,48,2.5
5,Michigan,Grand Traverse County,611,3.7
5,Michigan,Gratiot County,513,7.5
5,Michigan,Hillsdale County,226,2.9
5,Michigan,Houghton County,142,2.2
5,Michigan,Huron County,145,3.3
5,Michigan,Ingham County,6124,8.8
5,Michigan,Ionia County,638,5.9
5,Michigan,Iosco County,131,3.9
5,Michigan,Iron County,68,4.9
5,Michigan,Isabella County,835,4.5
5,Michigan,Jackson County,1248,4.6
5,Michigan,Kalamazoo County,3703,6.3
5,Michigan,Kalkaska County,79,2.7
5,Michigan,Kent County,16579,12.1
5,Michigan,Keweenaw County,7,2.9
5,Michigan,Lake County,67,4.6
5,Michigan,Lapeer County,916,6.4
5,Michigan,Leelanau County,218,7.6
5,Michigan,Lenawee County,1823,10.8
5,Michigan,Livingston County,1118,3.5
5,Michigan,Luce County,17,2.3
5,Michigan,Mackinac County,45,3.1
5,Michigan,Macomb County,5432,3.3
5,Michigan,Manistee County,188,5.7
5,Michigan,Marquette County,270,2
5,Michigan,Mason County,318,7.1
5,Michigan,Mecosta County,282,3.2
5,Michigan,Menominee County,112,3.4
5,Michigan,Midland County,553,3.7
5,Michigan,Missaukee County,77,3.2
5,Michigan,Monroe County,1337,5.1
5,Michigan,Montcalm County,468,4.4
5,Michigan,Montmorency County,21,1.9
5,Michigan,Muskegon County,2241,7
5,Michigan,Newaygo County,648,8.1
5,Michigan,Oakland County,12991,5.6
